LeftChunk,LeftChunkHash,RightChunk,RightChunkHash,ChunkCount
parent,26,html,31,1
parent,26,css,32,1
parent,26,internet-explorer-7,33,1
parent,26,erlang,4098,1
work,27,html,31,1
work,27,css,32,2
work,27,internet-explorer-7,33,1
work,27,.net,73,1
work,27,database,132,2
work,27,php,148,1
work,27,sql-server,193,2
work,27,vb.net,203,1
work,27,subclipse,285,1
work,27,aptana,287,1
work,27,eclipse,297,1
work,27,svn,298,1
work,27,windows,366,1
work,27,apache,454,1
work,27,visual-studio,698,1
work,27,python,772,1
work,27,osx,963,2
work,27,article,1042,1
work,27,vfp,1338,1
work,27,oledb,1340,1
work,27,provider,1341,1
work,27,legacy,1353,1
work,27,date,1401,1
work,27,indexing,1793,1
work,27,full-text-search,1804,1
work,27,powerpoint,1980,1
work,27,validation,2229,1
work,27,ajax,2305,1
work,27,sharepoint,4796,1
work,27,xhtml,5294,1
work,27,upload,5479,1
work,27,firefox,5865,1
work,27,tfs,6291,1
work,27,work-hours,7808,1
work,27,cross-browser,10209,1
work,27,presentations,10261,1
work,27,w3c,11464,1
ie7,29,html,31,1
ie7,29,css,32,1
ie7,29,internet-explorer-7,33,1
html,31,c#,15,1
html,31,html,31,12
html,31,css,32,3
html,31,web-services,125,1
html,31,form-submit,225,1
html,31,xml,398,2
html,31,printing,512,1
html,31,web-development,800,1
html,31,open-source,1261,1
html,31,javascript,1520,1
html,31,text,1603,1
html,31,free,1850,1
html,31,chm,1882,1
html,31,editor,2345,2
html,31,screen-scraping,4363,1
html,31,html-parsing,4364,1
html,31,web-scraping,4365,1
html,31,html-content-extraction,4366,1
html,31,extension,4900,1
html,31,fogbugz,4979,1
html,31,xhtml,5294,1
html,31,dom,5861,1
html,31,firefox,5865,1
html,31,height,7382,1
html,31,comments,7762,1
html,31,sgml,8006,1
html,31,doctype,8280,1
html,31,html5,8283,1
html,31,wiki,8343,1
html,31,wysiwyg,8551,1
html,31,helpfile,8876,1
css,32,html,31,2
css,32,css,32,9
css,32,web,81,1
css,32,browser,88,1
css,32,asp.net,386,1
css,32,http,943,1
css,32,design,987,1
css,32,books,1055,1
css,32,javascript,1520,3
css,32,editor,2345,1
css,32,caching,5015,1
css,32,height,7382,1
css,32,cross-browser,10209,1
are,34,c#,15,4
are,34,html,31,1
are,34,conversion,37,1
are,34,c,46,1
are,34,j#,51,1
are,34,.net,73,7
are,34,web,81,2
are,34,data,128,1
are,34,database,132,2
are,34,performance,140,1
are,34,language-agnostic,142,4
are,34,c++,168,2
are,34,architecture,215,1
are,34,svn,298,1
are,34,windows,366,1
are,34,asp.net,386,2
are,34,java,400,2
are,34,embed,481,1
are,34,version-control,496,1
are,34,video,515,2
are,34,concurrency,671,1
are,34,environment,678,1
are,34,visual-studio,698,2
are,34,security,742,1
are,34,iphone,865,1
are,34,osx,963,1
are,34,fonts,964,1
are,34,design,987,1
are,34,tools,1029,2
are,34,unit-testing,1064,2
are,34,user-interface,1170,2
are,34,unicode,1578,1
are,34,conferences,1690,1
are,34,flash,1756,3
are,34,multithreading,1834,1
are,34,chm,1882,2
are,34,winhelp,1883,1
are,34,graph,1927,1
are,34,regex,1985,1
are,34,cvs,2021,1
are,34,glossary,2185,1
are,34,orm,2191,1
are,34,parallel-processing,2207,1
are,34,vim,2334,1
are,34,emacs,2336,1
are,34,editor,2345,1
are,34,favicon,2372,1
are,34,apple-touch-icon,2373,1
are,34,wpf,2390,1
are,34,communities,2430,1
are,34,self-improvement,2437,1
are,34,concepts,2664,1
are,34,mvc,2879,1
are,34,datacontext,2902,1
are,34,linq-to-sql,2911,1
are,34,tdd,3092,1
are,34,mvp,3101,1
are,34,patterns,3112,1
are,34,freeware,3194,1
are,34,bdd,3312,1
are,34,agile,3655,1
are,34,powershell,3921,1
are,34,cmdlets,3922,1
are,34,planning,3935,1
are,34,microsoft,4149,1
are,34,teaching,4814,1
are,34,vmware,4869,1
are,34,hanging,4870,1
are,34,caching,5015,1
are,34,sap,5447,1
are,34,social,5456,1
are,34,jobs,5638,1
are,34,configuration,5651,1
are,34,profiling,5916,1
are,34,profiler,5917,1
are,34,application-advice,5918,1
are,34,homework,6027,2
are,34,schools,8312,1
are,34,utf-8,8363,1
are,34,pointers,8463,1
are,34,n-tier,8674,1
are,34,helpfile,8876,1
are,34,cls,9146,1
are,34,cls-compliant,9150,1
are,34,unsigned-integer,9152,1
are,34,skills,9172,1
are,34,msdn,9192,1
are,34,plot,9534,1
are,34,real-time,9536,1
are,34,usersgroup,10249,1
are,34,presentations,10261,1
are,34,contracting,11127,1
there,35,c#,15,3
there,35,css,32,1
there,35,conversion,37,1
there,35,j#,51,2
there,35,.net,73,2
there,35,web,81,1
there,35,data,128,2
there,35,database,132,3
there,35,sql,190,2
there,35,sql-server,193,3
there,35,vb.net,203,1
there,35,architecture,215,1
there,35,tutorials,349,1
there,35,windows,366,1
there,35,64bit,369,1
there,35,asp.net,386,2
there,35,java,400,3
there,35,version-control,496,1
there,35,internationalization,568,1
there,35,globalization,569,1
there,35,security,742,2
there,35,python,772,1
there,35,ide,908,1
there,35,tools,1029,1
there,35,code-completion,1315,1
there,35,wing-ide,1316,1
there,35,wpf,2390,1
there,35,communities,2430,2
there,35,mvc,2879,1
there,35,asp.net-mvc,2886,1
there,35,freeware,3194,2
there,35,resharper,3354,1
there,35,agile,3655,1
there,35,captcha,4669,1
there,35,usability,4676,1
there,35,sap,5447,2
there,35,social,5456,2
there,35,configuration,5651,2
there,35,wmi,5712,1
there,35,intellisense,6733,1
there,35,microformats,8131,1
there,35,web2.0,8137,1
there,35,n-tier,8674,1
there,35,plot,9534,2
there,35,real-time,9536,2
any,36,c#,15,2
any,36,html,31,1
any,36,conversion,37,1
any,36,j#,51,1
any,36,data,128,1
any,36,mysql,130,1
any,36,database,132,2
any,36,php,148,1
any,36,sql,190,1
any,36,sql-server,193,2
any,36,plugins,209,2
any,36,architecture,215,1
any,36,ruby,277,1
any,36,eclipse,297,1
any,36,linux,337,1
any,36,xml,398,1
any,36,java,400,2
any,36,visual-studio,698,1
any,36,python,772,1
any,36,ide,908,1
any,36,ruby-on-rails,941,1
any,36,osx,963,2
any,36,data-binding,980,1
any,36,tools,1029,2
any,36,hardware,1289,1
any,36,django,1371,1
any,36,communities,2430,1
any,36,shockwave,2622,1
any,36,lingo,2623,1
any,36,protocol-buffers,2658,1
any,36,freeware,3194,1
any,36,recommendation,4156,1
any,36,sap,5447,1
any,36,social,5456,1
any,36,ram,5587,1
any,36,configuration,5651,1
any,36,replication,5736,1
any,36,static-analysis,6151,1
any,36,intellisense,6733,1
any,36,grails,7581,1
any,36,groovy,7588,1
any,36,doctype,8280,1
any,36,html5,8283,1
any,36,n-tier,8674,1
any,36,plot,9534,1
any,36,real-time,9536,1
any,36,icedtea,9732,1
any,36,java-7,9737,1
any,36,openjdk,9738,1
any,36,source-code,10626,1
conversion,37,c#,15,2
conversion,37,conversion,37,1
conversion,37,j#,51,1
conversion,37,web-services,125,1
conversion,37,asp.net,386,1
tool,38,c#,15,1
tool,38,html,31,2
tool,38,conversion,37,1
tool,38,c,46,1
tool,38,j#,51,1
tool,38,database,132,1
tool,38,performance,140,1
tool,38,unix,143,1
tool,38,php,148,1
tool,38,java,400,3
tool,38,environment,678,1
tool,38,collaboration,685,1
tool,38,build-process,802,1
tool,38,code-review,876,1
tool,38,team,877,1
tool,38,tools,1029,3
tool,38,polls,1056,1
tool,38,testing,1066,2
tool,38,iis,1235,1
tool,38,javascript,1520,1
tool,38,documentation,1536,1
tool,38,chm,1882,1
tool,38,gtd,2163,1
tool,38,wordpress,2412,1
tool,38,blogs,2421,1
tool,38,coldfusion,3143,1
tool,38,code-coverage,3144,2
tool,38,build-automation,3332,1
tool,38,internet-explorer,5254,1
tool,38,static-analysis,6151,1
tool,38,helpfile,8876,1
tool,38,archive,8927,1
tool,38,versions,8930,1
tool,38,stress-testing,10762,1
for,39,c#,15,13
for,39,html,31,5
for,39,css,32,2
for,39,conversion,37,1
for,39,c,46,2
for,39,j#,51,1
for,39,.net,73,19
for,39,web,81,7
for,39,datatable,116,1
for,39,query,120,1
for,39,.net-3.5,126,1
for,39,mysql,130,2
for,39,database,132,6
for,39,performance,140,3
for,39,algorithm,141,1
for,39,language-agnostic,142,5
for,39,php,148,7
for,39,c++,168,6
for,39,sql,190,4
for,39,sql-server,193,8
for,39,application,200,2
for,39,vb.net,203,5
for,39,plugins,209,6
for,39,architecture,215,2
for,39,ruby,277,2
for,39,eclipse,297,2
for,39,svn,298,7
for,39,linux,337,4
for,39,tortoisesvn,348,2
for,39,tutorials,349,6
for,39,memory,354,1
for,39,windows,366,10
for,39,64bit,369,1
for,39,asp.net,386,12
for,39,maps,388,1
for,39,xml,398,1
for,39,java,400,7
for,39,oop,419,2
for,39,server,427,2
for,39,media,475,1
for,39,embed,481,2
for,39,version-control,496,4
for,39,video,515,3
for,39,colors,550,1
for,39,color-space,551,1
for,39,migration,575,2
for,39,cloud,585,1
for,39,arrays,599,1
for,39,tag-cloud,601,1
for,39,mailto,607,1
for,39,dvcs,630,2
for,39,scripting,651,1
for,39,gtk,660,1
for,39,concurrency,671,1
for,39,environment,678,1
for,39,directory,681,1
for,39,visual-studio,698,10
for,39,discussion,719,1
for,39,security,742,3
for,39,python,772,6
for,39,cross-platform,786,1
for,39,web-development,800,2
for,39,ant,801,1
for,39,email-spam,822,1
for,39,vb6,856,1
for,39,iphone,865,3
for,39,ide,908,4
for,39,windows-mobile,917,2
for,39,ruby-on-rails,941,1
for,39,http,943,1
for,39,osx,963,4
for,39,fonts,964,1
for,39,winforms,973,4
for,39,layout,986,1
for,39,design,987,1
for,39,tools,1029,5
for,39,continuous-integration,1030,1
for,39,extreme-programming,1031,1
for,39,authentication,1037,2
for,39,books,1055,5
for,39,polls,1056,4
for,39,unit-testing,1064,2
for,39,testing,1066,2
for,39,deployment,1104,1
for,39,oracle,1125,1
for,39,compatibility,1165,1
for,39,windows-nt,1166,1
for,39,user-interface,1170,5
for,39,library,1173,5
for,39,numbers,1186,1
for,39,puzzle,1187,1
for,39,primes,1188,1
for,39,challenge,1189,1
for,39,iis,1235,5
for,39,active-directory,1243,1
for,39,open-source,1261,1
for,39,keyboard,1285,1
for,39,hardware,1289,3
for,39,productivity,1290,1
for,39,peripherals,1291,1
for,39,code-completion,1315,1
for,39,wing-ide,1316,1
for,39,embedded-database,1329,1
for,39,mapping,1366,2
for,39,gis,1367,1
for,39,django,1371,2
for,39,postgresql,1413,2
for,39,setup,1452,1
for,39,registry,1457,1
for,39,settings,1458,1
for,39,msbuild,1498,1
for,39,javascript,1520,4
for,39,documentation,1536,1
for,39,debugging,1572,1
for,39,text,1603,1
for,39,frameworks,1626,3
for,39,exception,1667,2
for,39,conferences,1690,1
for,39,flash,1756,4
for,39,indexing,1793,2
for,39,full-text-search,1804,1
for,39,multithreading,1834,2
for,39,bayesian,1843,1
for,39,artificial-intelligence,1847,1
for,39,free,1850,1
for,39,chm,1882,1
for,39,graph,1927,1
for,39,data-structures,1934,2
for,39,account,1948,1
for,39,web-applications,1953,4
for,39,regex,1985,1
for,39,nant,2066,1
for,39,io,2091,1
for,39,default,2152,1
for,39,parallel-processing,2207,1
for,39,windows-server-2008,2224,1
for,39,permissions,2286,1
for,39,parameters,2297,1
for,39,methods,2298,1
for,39,ajax,2305,1
for,39,rest,2313,1
for,39,emacs,2336,1
for,39,editor,2345,2
for,39,favicon,2372,3
for,39,apple-touch-icon,2373,2
for,39,error-handling,2405,1
for,39,software-engineering,2411,1
for,39,development,2414,2
for,39,self-improvement,2437,1
for,39,education,2438,1
for,39,ssh,2452,1
for,39,resources,2576,1
for,39,shockwave,2622,1
for,39,lingo,2623,1
for,39,development-environment,2766,1
for,39,winapi,2776,1
for,39,mvc,2879,2
for,39,objective-c,2894,1
for,39,ipod-touch,2899,1
for,39,cpu,2943,1
for,39,hosting,3019,2
for,39,training,3036,1
for,39,tdd,3092,1
for,39,monitor,3093,2
for,39,code-coverage,3144,1
for,39,freeware,3194,1
for,39,optimization,3210,1
for,39,build-automation,3332,3
for,39,resharper,3354,1
for,39,ftp,3466,1
for,39,controls,3573,1
for,39,agile,3655,1
for,39,server-side,3958,1
for,39,quality,4041,1
for,39,lightweight,4116,1
for,39,microsoft,4149,1
for,39,recommendation,4156,1
for,39,usercontrols,4165,1
for,39,ubuntu,4175,1
for,39,mono,4244,2
for,39,google,4256,2
for,39,formatting,4307,1
for,39,sql-server-2005,4310,1
for,39,for-xml,4312,1
for,39,screen-scraping,4363,1
for,39,html-parsing,4364,1
for,39,web-scraping,4365,1
for,39,html-content-extraction,4366,1
for,39,executable,4489,1
for,39,captcha,4669,1
for,39,usability,4676,1
for,39,sharepoint,4796,3
for,39,teaching,4814,1
for,39,mbunit,4880,1
for,39,redirect,4924,1
for,39,midi,5034,1
for,39,signal-processing,5045,1
for,39,interview-questions,5072,1
for,39,convention,5077,1
for,39,vpn,5204,1
for,39,ssl,5282,1
for,39,iframe,5286,1
for,39,https,5287,1
for,39,xhtml,5294,1
for,39,markup,5297,1
for,39,filemanagement,5365,1
for,39,installer,5392,1
for,39,workflow,5563,1
for,39,propertygrid,5685,1
for,39,installation,5697,1
for,39,windows-installer,5698,2
for,39,replication,5736,1
for,39,audit,5782,1
for,39,firefox,5865,3
for,39,nullpointerexception,5874,1
for,39,null,5877,1
for,39,tsql,5893,1
for,39,testdriven.net,5973,1
for,39,vista64,5986,1
for,39,windows-vista,6010,1
for,39,ear,6077,1
for,39,websphere,6081,2
for,39,java-ee,6084,1
for,39,static-analysis,6151,1
for,39,tfs,6291,1
for,39,game-development,6313,1
for,39,messaging,6346,1
for,39,activemq,6352,1
for,39,wcf,6469,1
for,39,qt,6490,1
for,39,mfc,6491,1
for,39,xul,6551,1
for,39,xulrunner,6552,1
for,39,windows-xp,6621,1
for,39,operating-system,6623,1
for,39,computer,6624,1
for,39,breaks,6715,1
for,39,hacks,6788,1
for,39,logging,6789,1
for,39,loops,6820,1
for,39,networking,6828,2
for,39,mercurial,6866,1
for,39,moss,7042,2
for,39,microcontroller,7061,1
for,39,jquery,7095,1
for,39,events,7240,1
for,39,enums,7316,1
for,39,ibm,7419,1
for,39,grails,7581,1
for,39,groovy,7588,1
for,39,software-tools,7595,1
for,39,hook,7627,1
for,39,asmx,7704,1
for,39,standards,7743,1
for,39,virtual-directory,7775,1
for,39,lifecycle,7893,1
for,39,software-lifecycle,7897,1
for,39,msf,7928,1
for,39,cmmi,7930,1
for,39,e-commerce,7978,1
for,39,community-server,8045,1
for,39,wss,8082,2
for,39,home-server,8435,1
for,39,diy,8436,1
for,39,firebug,8464,1
for,39,graphing,8489,1
for,39,exit,8499,1
for,39,wysiwyg,8551,1
for,39,rcp,8589,3
for,39,jnlp,8593,2
for,39,helpfile,8876,1
for,39,career-development,8890,1
for,39,archive,8927,1
for,39,versions,8930,1
for,39,repair,8964,1
for,39,multiple-monitors,9108,1
for,39,icalendar,9253,1
for,39,outlook,9258,1
for,39,gmail,9259,1
for,39,ical,9261,1
for,39,recurrence,9262,1
for,39,ini,9492,1
for,39,configuration-files,9503,1
for,39,recreational-programming,9865,1
for,39,warcraft,9876,1
for,39,lua,9883,1
for,39,wow,9884,1
for,39,compact-framework,9900,2
for,39,non-technical,10058,1
for,39,parents,10068,1
for,39,family,10069,1
for,39,relate,10070,1
for,39,usersgroup,10249,2
for,39,presentations,10261,1
for,39,lamp,10341,1
for,39,flags,10501,1
for,39,buffer-overflow,10647,1
for,39,zip,10648,1
for,39,components,10660,1
for,39,stress-testing,10762,1
for,39,workstations,10988,1
for,39,wgs84,11029,1
for,39,swt,11191,1
for,39,software-distribution,11193,1
for,39,myeclipse,11287,1
for,39,webforms,11384,1
for,39,inequality,11399,1
for,39,fallback,11624,1
for,39,binary-log,11629,1
for,39,extensibility,11660,1
porting,40,c#,15,1
porting,40,conversion,37,1
porting,40,j#,51,1
visual,41,c#,15,4
visual,41,conversion,37,1
visual,41,j#,51,1
visual,41,.net,73,4
visual,41,c++,168,3
visual,41,vb.net,203,2
visual,41,plugins,209,2
visual,41,svn,298,1
visual,41,windows,366,2
visual,41,asp.net,386,2
visual,41,sqlite,631,1
visual,41,visual-studio,698,21
visual,41,cross-platform,786,1
visual,41,vb6,856,1
visual,41,ide,908,1
visual,41,winforms,973,1
visual,41,design,987,1
visual,41,tools,1029,1
visual,41,continuous-integration,1030,1
visual,41,unit-testing,1064,2
visual,41,testing,1066,1
visual,41,compatibility,1165,1
visual,41,windows-nt,1166,1
visual,41,iis,1235,1
visual,41,keyboard,1285,1
visual,41,setup,1452,2
visual,41,registry,1457,1
visual,41,cruisecontrol.net,1496,1
visual,41,msbuild,1498,1
visual,41,debugging,1572,1
visual,41,silverlight,2391,1
visual,41,projects-and-solutions,2560,1
visual,41,asp.net-mvc,2886,1
visual,41,monitor,3093,1
visual,41,build-automation,3332,1
visual,41,visual-studio-2008,3781,1
visual,41,setter,4114,1
visual,41,getter,4115,1
visual,41,shortcuts,4141,1
visual,41,recommendation,4156,1
visual,41,mono,4244,1
visual,41,dual,5747,1
visual,41,wix,5847,1
visual,41,vdproj,5850,1
visual,41,tfs,6291,1
visual,41,asmx,7704,1
visual,41,multiple-monitors,9108,1
j,42,c#,15,1
j,42,conversion,37,1
j,42,j#,51,2
j,42,java,400,1
#,43,c#,15,45
#,43,conversion,37,3
#,43,j#,51,3
#,43,datetime,64,1
#,43,.net,73,10
#,43,linq,119,1
#,43,query,120,1
#,43,web-services,125,1
#,43,.net-3.5,126,1
#,43,database,132,1
#,43,performance,140,1
#,43,language-agnostic,142,3
#,43,c++,168,1
#,43,sql,190,1
#,43,sql-server,193,1
#,43,vb.net,203,1
#,43,file,247,1
#,43,ruby,277,1
#,43,adobe,301,1
#,43,ascii,384,1
#,43,hex,385,1
#,43,java,400,2
#,43,compiler,659,1
#,43,sorting,712,1
#,43,string,783,1
#,43,generics,839,1
#,43,type-safety,842,1
#,43,winforms,973,1
#,43,data-binding,980,1
#,43,books,1055,1
#,43,unit-testing,1064,1
#,43,integer,1088,1
#,43,user-interface,1170,2
#,43,lambda,1193,1
#,43,reflection,1399,2
#,43,connection,1657,1
#,43,exception,1667,1
#,43,flash,1756,1
#,43,macromedia,1768,1
#,43,filesystems,1786,1
#,43,indexing,1793,1
#,43,full-text-search,1804,1
#,43,multithreading,1834,1
#,43,data-structures,1934,2
#,43,io,2091,1
#,43,wpf,2390,1
#,43,silverlight,2391,1
#,43,polymorphism,2392,1
#,43,dependency-properties,2393,1
#,43,error-handling,2405,1
#,43,xfdl,2548,1
#,43,mouse,2771,1
#,43,winapi,2776,2
#,43,patterns,3112,1
#,43,treeview,3793,1
#,43,marshalling,4382,1
#,43,repository,4960,1
#,43,language-design,5139,1
#,43,ienumerator,5154,1
#,43,foreach,5163,1
#,43,ienumerable,5168,1
#,43,properties,6234,1
#,43,messaging,6346,1
#,43,activemq,6352,1
#,43,logic,6457,1
#,43,wcf,6469,1
#,43,loops,6820,2
#,43,singleton,6984,1
#,43,directx,7188,1
#,43,enums,7316,1
#,43,patchgeneration,8548,1
#,43,backwards-compatibility,8616,1
#,43,covariance,9454,1
#,43,xaml,10905,1
code,44,c#,15,3
code,44,conversion,37,1
code,44,code,44,1
code,44,c,46,1
code,44,j#,51,1
code,44,.net,73,3
code,44,database,132,1
code,44,performance,140,1
code,44,language-agnostic,142,2
code,44,unix,143,1
code,44,php,148,2
code,44,vb.net,203,1
code,44,svn,298,1
code,44,tutorials,349,1
code,44,asp.net,386,2
code,44,java,400,4
code,44,collaboration,685,1
code,44,visual-studio,698,1
code,44,python,772,2
code,44,web-development,800,1
code,44,email,810,1
code,44,code-review,876,2
code,44,team,877,1
code,44,ide,908,1
code,44,layout,986,1
code,44,tools,1029,3
code,44,polls,1056,1
code,44,unit-testing,1064,1
code,44,testing,1066,3
code,44,mapi,1118,1
code,44,numbers,1186,1
code,44,puzzle,1187,1
code,44,primes,1188,1
code,44,challenge,1189,1
code,44,contribute,1256,1
code,44,open-source,1261,1
code,44,management,1264,1
code,44,code-completion,1315,2
code,44,wing-ide,1316,1
code,44,legacy,1353,1
code,44,mapping,1366,1
code,44,format,1377,1
code,44,javascript,1520,1
code,44,exception,1667,1
code,44,content,1757,1
code,44,data-structures,1934,1
code,44,error-handling,2405,1
code,44,peer-review,2429,1
code,44,communities,2430,1
code,44,coldfusion,3143,1
code,44,code-coverage,3144,2
code,44,master-pages,3294,1
code,44,controls,3573,1
code,44,google,4256,1
code,44,desktop,4539,1
code,44,teamwork,5535,1
code,44,coding-style,5571,1
code,44,diplomacy,5574,1
code,44,propertygrid,5685,1
code,44,static-analysis,6151,2
code,44,code-snippets,6160,1
code,44,pinvoke,6705,1
code,44,jquery,7095,1
code,44,zend-studio,7161,1
code,44,laptop,7440,1
code,44,standards,7743,1
code,44,folding,8731,1
code,44,graph-layout,10128,1
code,44,refactoring,10613,1
code,44,source-code,10626,1
code,44,wgs84,11029,1
to,45,double,13,1
to,45,c#,15,35
to,45,html,31,2
to,45,css,32,3
to,45,conversion,37,1
to,45,code,44,2
to,45,c,46,6
to,45,j#,51,1
to,45,datetime,64,1
to,45,.net,73,23
to,45,web,81,4
to,45,user,82,1
to,45,browser,88,4
to,45,math,107,1
to,45,datatable,116,1
to,45,linq,119,3
to,45,web-services,125,3
to,45,.net-3.5,126,3
to,45,mysql,130,7
to,45,database,132,16
to,45,pi,139,1
to,45,performance,140,2
to,45,algorithm,141,1
to,45,language-agnostic,142,16
to,45,unix,143,7
to,45,php,148,11
to,45,c++,168,11
to,45,sockets,173,1
to,45,mainframe,174,1
to,45,zos,175,1
to,45,flex,183,5
to,45,actionscript-3,184,4
to,45,sql,190,14
to,45,sql-server,193,19
to,45,timer,196,1
to,45,console,199,1
to,45,vb.net,203,6
to,45,plugins,209,2
to,45,architecture,215,3
to,45,button,219,2
to,45,file,247,1
to,45,types,251,1
to,45,rdoc,275,1
to,45,ruby,277,9
to,45,subclipse,285,1
to,45,aptana,287,1
to,45,eclipse,297,1
to,45,svn,298,4
to,45,linux,337,5
to,45,tutorials,349,1
to,45,memory,354,3
to,45,windows,366,8
to,45,asp.net,386,20
to,45,maps,388,2
to,45,csv,395,3
to,45,xml,398,4
to,45,java,400,8
to,45,data-conversion,404,1
to,45,oop,419,2
to,45,server,427,1
to,45,bcp,435,2
to,45,apache,454,3
to,45,colors,550,1
to,45,parsing,555,1
to,45,migration,575,1
to,45,cloud,585,1
to,45,arrays,599,4
to,45,tag-cloud,601,1
to,45,sqlite,631,1
to,45,forms,648,1
to,45,scripting,651,2
to,45,compiler,659,3
to,45,collaboration,685,1
to,45,visual-studio,698,13
to,45,security,742,3
to,45,python,772,16
to,45,string,783,2
to,45,web-development,800,3
to,45,email,810,1
to,45,vb6,856,2
to,45,vb6-migration,864,1
to,45,code-review,876,1
to,45,team,877,3
to,45,coding,883,1
to,45,hash,895,2
to,45,ide,908,1
to,45,windows-mobile,917,2
to,45,ruby-on-rails,941,4
to,45,http,943,4
to,45,path,950,1
to,45,osx,963,8
to,45,fonts,964,1
to,45,photoshop,965,1
to,45,winforms,973,6
to,45,data-binding,980,1
to,45,design,987,1
to,45,guide,1034,1
to,45,website,1036,2
to,45,authentication,1037,4
to,45,article,1042,1
to,45,books,1055,1
to,45,unit-testing,1064,5
to,45,testing,1066,5
to,45,medium-trust,1078,2
to,45,int,1085,1
to,45,deployment,1104,1
to,45,release-management,1105,1
to,45,exchange,1110,1
to,45,mapi,1118,1
to,45,oracle,1125,1
to,45,cx-oracle,1133,1
to,45,compatibility,1165,3
to,45,user-interface,1170,3
to,45,primes,1188,1
to,45,lambda,1193,1
to,45,compiz,1211,1
to,45,metacity,1215,1
to,45,encryption,1246,2
to,45,contribute,1256,2
to,45,open-source,1261,4
to,45,iteration,1284,2
to,45,keyboard,1285,1
to,45,hardware,1289,2
to,45,productivity,1290,1
to,45,odbc,1299,1
to,45,db2,1300,1
to,45,ibm-midrange,1301,1
to,45,code-completion,1315,1
to,45,mapping,1366,2
to,45,format,1377,1
to,45,title-case,1385,1
to,45,date,1401,1
to,45,sftp,1447,1
to,45,asp-classic,1448,3
to,45,registry,1457,1
to,45,cruisecontrol.net,1496,1
to,45,msbuild,1498,1
to,45,javascript,1520,5
to,45,documentation,1536,1
to,45,xslt,1538,3
to,45,reference,1558,1
to,45,debugging,1572,1
to,45,unicode,1578,1
to,45,text,1603,1
to,45,connection,1657,1
to,45,monkeypatching,1700,1
to,45,country,1750,1
to,45,ip-address,1752,1
to,45,lookup,1753,1
to,45,flash,1756,2
to,45,full-text-search,1804,2
to,45,floating-point,1821,1
to,45,multithreading,1834,2
to,45,data-structures,1934,3
to,45,subdomain,1946,1
to,45,account,1948,2
to,45,dns,1952,2
to,45,web-applications,1953,2
to,45,safari,1961,1
to,45,hyperlink,1969,1
to,45,powerpoint,1980,1
to,45,regex,1985,1
to,45,cvs,2021,1
to,45,sql-injection,2050,1
to,45,io,2091,1
to,45,permissions,2286,1
to,45,url,2303,1
to,45,ajax,2305,2
to,45,rest,2313,1
to,45,address-bar,2314,1
to,45,communities,2430,1
to,45,self-improvement,2437,3
to,45,education,2438,3
to,45,ssh,2452,1
to,45,bash,2475,2
to,45,shell,2477,2
to,45,resources,2576,1
to,45,statistics,2585,1
to,45,application-integration,2634,2
to,45,concepts,2664,2
to,45,development-environment,2766,1
to,45,scheduling,2767,1
to,45,organizing,2768,1
to,45,winapi,2776,3
to,45,latitude,2846,1
to,45,longitude,2847,1
to,45,ergonomics,2856,1
to,45,mvc,2879,4
to,45,asp.net-mvc,2886,4
to,45,linq-to-sql,2911,2
to,45,each,2970,1
to,45,convert,3009,2
to,45,tdd,3092,1
to,45,monitor,3093,1
to,45,coldfusion,3143,1
to,45,code-coverage,3144,1
to,45,webcontrols,3269,1
to,45,bdd,3312,1
to,45,vbscript,3447,1
to,45,asp.net-ajax,3477,2
to,45,functional-programming,3556,2
to,45,controls,3573,2
to,45,tabs,3574,1
to,45,howto,3594,3
to,45,graphics,3606,1
to,45,diagram,3738,1
to,45,forum,3844,2
to,45,planning,3935,1
to,45,setter,4114,1
to,45,getter,4115,1
to,45,shortcuts,4141,1
to,45,microsoft,4149,1
to,45,recommendation,4156,1
to,45,xen,4166,1
to,45,ubuntu,4175,1
to,45,virtualization,4176,1
to,45,date-conversion,4198,1
to,45,memory-management,4237,1
to,45,google,4256,1
to,45,picturebox,4276,1
to,45,curl,4315,1
to,45,desktop,4539,1
to,45,dynamic-data,4639,2
to,45,perl,4690,2
to,45,sharepoint,4796,2
to,45,teaching,4814,5
to,45,scalar,4840,1
to,45,.htaccess,4920,1
to,45,redirect,4924,1
to,45,mod-rewrite,4929,2
to,45,mappath,4959,1
to,45,caching,5015,2
to,45,vpn,5204,2
to,45,internet-explorer,5254,2
to,45,ssl,5282,1
to,45,xhtml,5294,2
to,45,http-referer,5330,1
to,45,installer,5392,1
to,45,clickonce,5393,1
to,45,scheme,5399,1
to,45,ram,5587,1
to,45,jobs,5638,1
to,45,configuration,5651,1
to,45,propertygrid,5685,1
to,45,innerxml,5723,1
to,45,xelement,5726,1
to,45,firefox,5865,1
to,45,serial-port,5966,1
to,45,file-io,6217,1
to,45,webcam,6251,1
to,45,video-streaming,6252,1
to,45,ado.net,6263,2
to,45,messaging,6346,1
to,45,activemq,6352,1
to,45,qt,6490,1
to,45,mfc,6491,1
to,45,breaks,6715,1
to,45,mental-health,6716,1
to,45,intellisense,6733,1
to,45,logging,6789,2
to,45,networking,6828,2
to,45,modem,6829,1
to,45,qos,6830,1
to,45,isp,6831,1
to,45,adsl,6832,1
to,45,compression,6834,1
to,45,openid,6942,1
to,45,programming-languages,7073,1
to,45,zend-studio,7161,1
