"","i","j","x"
"10158",357,10986,1575
"10159",450,10986,3000
"10160",624,10986,11400
"10161",649,10986,10275
"10162",1070,10986,525
"10163",1279,10986,5700
"10164",1672,10986,7650
"10165",2142,10986,1950
"10166",2316,10986,1200
"10167",2411,10986,1500
"10168",3332,10986,6000
"10169",3754,10986,9225
"10170",3765,10986,675
"10171",4321,10986,600
"10172",4475,10986,825
"10173",4723,10986,375
"10174",4924,10986,600
"10175",5069,10986,1200
"10176",5480,10986,975
"10177",9540,10986,525
"10178",10982,10986,375
"10179",10983,10986,600
"10180",10986,10986,1650
"10181",11076,10986,300
"10182",11958,10986,1425
"10183",13041,10986,525
"10184",23262,10986,825
"10185",23994,10986,225
"10186",24000,10986,225
"10187",50533,10986,525
"10188",54935,10986,1125
"10189",62182,10986,300
"10190",7,11076,1500
"10191",8,11076,6820
"10192",9,11076,2240
"10193",14,11076,27880
"10194",18,11076,14600
"10195",38,11076,1800
"10196",40,11076,2420
"10197",96,11076,7020
"10198",129,11076,380
"10199",131,11076,320
"10200",257,11076,10820
"10201",330,11076,1360
"10202",645,11076,180
"10203",1389,11076,260
"10204",3765,11076,180
"10205",5480,11076,260
"10206",11076,11076,80
"10207",1,11101,2016
"10208",7,11101,1800
"10209",14,11101,33456
"10210",37,11101,7440
"10211",84,11101,984
"10212",129,11101,456
"10213",257,11101,12984
"10214",321,11101,3216
"10215",1342,11101,120
"10216",3738,11101,168
"10217",7654,11101,456
"10218",9600,11101,456
"10219",10902,11101,120
"10220",11101,11101,288
"10221",15454,11101,312
"10222",15972,11101,120
"10223",23486,11101,72
"10224",40192,11101,120
"10225",74092,11101,120
"10226",102864,11101,120
"10227",3,11209,97732
"10228",5,11209,10494
"10229",7,11209,7950
"10230",12,11209,11236
"10231",14,11209,147764
"10232",17,11209,2332
"10233",18,11209,77380
"10234",19,11209,15688
"10235",20,11209,14734
"10236",22,11209,26394
"10237",37,11209,32860
"10238",62,11209,15688
"10239",80,11209,44308
"10240",90,11209,58300
"10241",95,11209,42188
"10242",130,11209,29786
"10243",144,11209,15476
"10244",215,11209,2544
"10245",272,11209,424
"10246",376,11209,3922
"10247",422,11209,21306
"10248",609,11209,10070
"10249",681,11209,1272
"10250",922,11209,2226
"10251",1074,11209,848
"10252",1202,11209,954
"10253",1217,11209,848
"10254",1242,11209,2226
"10255",1244,11209,318
"10256",1378,11209,2968
"10257",1405,11209,1060
"10258",1618,11209,6254
"10259",1672,11209,10812
"10260",1841,11209,19822
"10261",2411,11209,2120
"10262",2946,11209,2544
"10263",2969,11209,11236
"10264",3200,11209,424
"10265",3421,11209,2756
"10266",3620,11209,1272
"10267",3775,11209,2968
"10268",3828,11209,1166
"10269",4045,11209,530
"10270",4934,11209,1272
"10271",5307,11209,1166
"10272",5327,11209,424
"10273",5480,11209,1378
"10274",7132,11209,1166
"10275",7228,11209,2332
"10276",7329,11209,7950
"10277",8218,11209,3180
"10278",8544,11209,954
"10279",11167,11209,424
"10280",11202,11209,318
"10281",15454,11209,1378
"10282",17409,11209,1590
"10283",19733,11209,3074
"10284",30934,11209,1060
"10285",34805,11209,1060
"10286",37640,11209,212
"10287",37681,11209,954
"10288",104185,11209,212
"10289",104186,11209,212
"10290",3,11210,53476
"10291",9,11210,6496
"10292",14,11210,80852
"10293",17,11210,1276
"10294",22,11210,14442
"10295",39,11210,5220
"10296",90,11210,31900
"10297",95,11210,23084
"10298",96,11210,20358
"10299",104,11210,4350
"10300",144,11210,8468
"10301",228,11210,2378
"10302",422,11210,11658
"10303",621,11210,1972
"10304",915,11210,464
"10305",922,11210,1218
"10306",1378,11210,1624
"10307",1618,11210,3422
"10308",1841,11210,10846
"10309",2001,11210,3596
"10310",3421,11210,1508
"10311",3846,11210,4466
"10312",3853,11210,3248
"10313",4934,11210,696
"10314",5480,11210,754
"10315",5822,11210,870
"10316",7329,11210,4350
"10317",8218,11210,1740
"10318",10198,11210,3538
"10319",10273,11210,174
"10320",10978,11210,696
"10321",11167,11210,232
"10322",12492,11210,464
"10323",26487,11210,174
"10324",44117,11210,464
"10325",45614,11210,406
"10326",67726,11210,232
"10327",67728,11210,232
"10328",3,11368,163194
"10329",8,11368,60357
"10330",9,11368,19824
"10331",12,11368,18762
"10332",14,11368,246738
"10333",18,11368,129210
"10334",19,11368,26196
"10335",20,11368,24603
"10336",22,11368,44073
"10337",37,11368,54870
"10338",39,11368,15930
"10339",40,11368,21417
"10340",54,11368,5133
"10341",62,11368,26196
"10342",80,11368,73986
"10343",81,11368,11151
"10344",90,11368,97350
"10345",92,11368,115758
"10346",95,11368,70446
"10347",96,11368,62127
"10348",121,11368,31860
"10349",130,11368,49737
"10350",144,11368,25842
"10351",217,11368,9027
"10352",224,11368,20886
"10353",231,11368,14337
"10354",257,11368,95757
"10355",321,11368,23718
"10356",329,11368,19824
"10357",339,11368,24426
"10358",355,11368,29559
"10359",375,11368,5487
"10360",376,11368,6549
"10361",422,11368,35577
"10362",596,11368,10443
"10363",649,11368,24249
"10364",671,11368,8850
"10365",715,11368,33453
"10366",763,11368,7080
"10367",771,11368,4248
"10368",773,11368,4248
"10369",1108,11368,7611
"10370",1279,11368,13452
"10371",1395,11368,708
"10372",1436,11368,7257
"10373",1451,11368,885
"10374",1580,11368,2478
"10375",1672,11368,18054
"10376",1841,11368,33099
"10377",2001,11368,10974
"10378",2024,11368,4248
"10379",2334,11368,7611
"10380",2581,11368,3363
"10381",2626,11368,1062
"10382",2726,11368,3186
"10383",2869,11368,3717
"10384",2906,11368,4248
"10385",2925,11368,4248
"10386",2932,11368,2301
"10387",2969,11368,18762
"10388",3465,11368,14691
"10389",3561,11368,4248
"10390",3620,11368,2124
"10391",3754,11368,21771
"10392",3824,11368,708
"10393",3896,11368,3186
"10394",4471,11368,708
"10395",5955,11368,2832
"10396",6697,11368,8673
"10397",7132,11368,1947
"10398",7329,11368,13275
"10399",7526,11368,5133
"10400",7597,11368,1770
"10401",11212,11368,531
"10402",14255,11368,5664
"10403",17384,11368,354
"10404",22014,11368,2124
"10405",22542,11368,708
"10406",23503,11368,3363
"10407",24884,11368,1416
"10408",31012,11368,1062
"10409",32332,11368,531
"10410",32457,11368,1593
"10411",33347,11368,1593
"10412",34264,11368,708
"10413",51255,11368,354
"10414",53511,11368,885
"10415",56231,11368,354
"10416",58935,11368,1770
"10417",67101,11368,708
"10418",68913,11368,885
"10419",73410,11368,177
"10420",116574,11368,531
"10421",117788,11368,531
"10422",3,11447,19362
"10423",14,11447,29274
"10424",18,11447,15330
"10425",37,11447,6510
"10426",80,11447,8778
"10427",90,11447,11550
"10428",93,11447,231
"10429",95,11447,8358
"10430",339,11447,2898
"10431",1672,11447,2142
"10432",1841,11447,3927
"10433",3332,11447,1680
"10434",8544,11447,189
"10435",8623,11447,168
"10436",11875,11447,84
"10437",49630,11447,105
"10438",14,11497,12546
"10439",18,11497,6570
"10440",92,11497,5886
"10441",257,11497,4869
"10442",3620,11497,108
"10443",11375,11497,36
"10444",11377,11497,27
"10445",11378,11497,27
"10446",14,11648,12546
"10447",21,11648,1575
"10448",55,11648,675
"10449",96,11648,3159
"10450",257,11648,4869
"10451",422,11648,1809
"10452",7924,11648,90
"10453",24732,11648,45
"10454",52344,11648,45
"10455",14,11657,9758
"10456",95,11657,2786
"10457",224,11657,826
"10458",2001,11657,434
"10459",7727,11657,77
"10460",11657,11657,14
"10461",39230,11657,14
"10462",18,11886,8760
"10463",121,11886,2160
"10464",343,11886,1428
"10465",355,11886,2004
"10466",671,11886,600
"10467",1587,11886,1620
"10468",1808,11886,216
"10469",2899,11886,108
"10470",7730,11886,696
"10471",7886,11886,36
"10472",11592,11886,36
"10473",45398,11886,48
"10474",14,11891,11152
"10475",18,11891,5840
"10476",339,11891,1104
"10477",649,11891,1096
"10478",1279,11891,608
"10479",1841,11891,1496
"10480",3892,11891,352
"10481",11891,11891,40
"10482",3,11958,65462
"10483",14,11958,98974
"10484",60,11958,2769
"10485",90,11958,39050
"10486",92,11958,46434
"10487",121,11958,12780
"10488",144,11958,10366
"10489",228,11958,2911
"10490",231,11958,5751
"10491",329,11958,7952
"10492",343,11958,8449
"10493",617,11958,497
"10494",624,11958,10792
"10495",715,11958,13419
"10496",763,11958,2840
"10497",1071,11958,497
"10498",1271,11958,3053
"10499",1279,11958,5396
"10500",1294,11958,710
"10501",1587,11958,9585
"10502",1639,11958,2698
"10503",1841,11958,13277
"10504",1926,11958,3905
"10505",2228,11958,9017
"10506",2428,11958,2769
"10507",2494,11958,1207
"10508",2749,11958,142
"10509",3021,11958,3266
"10510",3332,11958,5680
"10511",3361,11958,1562
"10512",3465,11958,5893
"10513",3754,11958,8733
"10514",3775,11958,1988
"10515",3892,11958,3124
"10516",4791,11958,284
"10517",5794,11958,2201
"10518",7488,11958,568
"10519",9540,11958,497
"10520",9600,11958,1349
"10521",9661,11958,355
"10522",10986,11958,1562
"10523",11380,11958,284
"10524",11958,11958,1349
"10525",18684,11958,497
"10526",23822,11958,142
"10527",23823,11958,355
"10528",24865,11958,1846
"10529",32213,11958,355
"10530",35311,11958,781
"10531",38495,11958,355
"10532",38497,11958,355
"10533",38498,11958,355
"10534",40859,11958,355
"10535",47485,11958,284
"10536",59659,11958,355
"10537",14,12142,19516
"10538",18,12142,10220
"10539",22,12142,3486
"10540",39,12142,1260
"10541",339,12142,1932
"10542",649,12142,1918
"10543",1279,12142,1064
"10544",1841,12142,2618
"10545",2581,12142,266
"10546",3892,12142,616
"10547",11891,12142,70
"10548",12142,12142,56
"10549",51184,12142,56
"10550",3,12149,40568
"10551",8,12149,15004
"10552",14,12149,61336
"10553",18,12149,32120
"10554",37,12149,13640
"10555",80,12149,18392
"10556",90,12149,24200
"10557",95,12149,17512
"10558",96,12149,15444
"10559",144,12149,6424
"10560",257,12149,23804
"10561",339,12149,6072
"10562",355,12149,7348
"10563",378,12149,6248
"10564",379,12149,6248
"10565",454,12149,1628
"10566",624,12149,6688
"10567",914,12149,484
"10568",1255,12149,880
"10569",1587,12149,5940
"10570",1841,12149,8228
"10571",2239,12149,1012
"10572",2598,12149,704
"10573",2935,12149,440
"10574",3561,12149,1056
"10575",3892,12149,1936
"10576",7730,12149,2552
"10577",8063,12149,264
"10578",8820,12149,44
"10579",12143,12149,440
"10580",12149,12149,264
"10581",12172,12149,572
"10582",61413,12149,220
"10583",128668,12149,44
"10584",128676,12149,44
"10585",3,12163,22128
"10586",8,12163,8184
"10587",14,12163,33456
"10588",18,12163,17520
"10589",37,12163,7440
"10590",80,12163,10032
"10591",95,12163,9552
"10592",96,12163,8424
"10593",257,12163,12984
"10594",339,12163,3312
"10595",355,12163,4008
"10596",454,12163,888
"10597",624,12163,3648
"10598",1255,12163,480
"10599",1841,12163,4488
"10600",3561,12163,576
"10601",3892,12163,1056
"10602",7730,12163,1392
"10603",12143,12163,240
"10604",12149,12163,144
"10605",12172,12163,312
"10606",9,12248,2800
"10607",12,12248,2650
"10608",14,12248,34850
"10609",18,12248,18250
"10610",35,12248,2025
"10611",40,12248,3025
"10612",54,12248,725
"10613",63,12248,1275
"10614",90,12248,13750
"10615",231,12248,2025
"10616",339,12248,3450
"10617",649,12248,3425
"10618",1617,12248,200
"10619",1632,12248,250
"10620",3332,12248,2000
"10621",3465,12248,2075
"10622",4156,12248,875
"10623",12197,12248,100
"10624",12198,12248,100
"10625",88183,12248,250
"10626",106280,12248,100
"10627",14,12249,13940
"10628",54,12249,290
"10629",90,12249,5500
"10630",231,12249,810
"10631",649,12249,1370
"10632",3332,12249,800
"10633",3465,12249,830
"10634",4156,12249,350
"10635",12197,12249,40
"10636",12198,12249,40
"10637",8,12291,5797
"10638",14,12291,23698
"10639",16,12291,51
"10640",62,12291,2516
"10641",92,12291,11118
"10642",121,12291,3060
"10643",131,12291,272
"10644",257,12291,9197
"10645",1539,12291,374
"10646",3846,12291,1309
"10647",4475,12291,187
"10648",5069,12291,272
"10649",19139,12291,51
"10650",30135,12291,68
"10651",38803,12291,85
"10652",116110,12291,51
"10653",3,12293,19362
"10654",14,12293,29274
"10655",18,12293,15330
"10656",19,12293,3108
"10657",37,12293,6510
"10658",90,12293,11550
"10659",92,12293,13734
"10660",378,12293,2982
"10661",379,12293,2982
"10662",837,12293,210
"10663",1005,12293,273
"10664",1316,12293,399
"10665",1618,12293,1239
"10666",2598,12293,336
"10667",2969,12293,2226
"10668",2989,12293,63
"10669",3496,12293,189
"10670",6945,12293,546
"10671",43499,12293,63
"10672",75600,12293,147
"10673",3,12367,162272
"10674",5,12367,17424
"10675",7,12367,13200
"10676",8,12367,60016
"10677",9,12367,19712
"10678",14,12367,245344
"10679",18,12367,128480
"10680",19,12367,26048
"10681",20,12367,24464
"10682",21,12367,30800
"10683",22,12367,43824
"10684",37,12367,54560
"10685",40,12367,21296
"10686",55,12367,13200
"10687",66,12367,6160
"10688",80,12367,73568
"10689",82,12367,5984
"10690",90,12367,96800
"10691",92,12367,115104
"10692",95,12367,70048
"10693",96,12367,61776
"10694",121,12367,31680
"10695",129,12367,3344
"10696",130,12367,49456
"10697",164,12367,2464
"10698",224,12367,20768
"10699",257,12367,95216
"10700",329,12367,19712
"10701",330,12367,11968
"10702",339,12367,24288
"10703",375,12367,5456
"10704",422,12367,35376
"10705",621,12367,5984
"10706",624,12367,26752
"10707",628,12367,1936
"10708",649,12367,24112
"10709",669,12367,2640
"10710",715,12367,33264
"10711",839,12367,12496
"10712",851,12367,12496
"10713",1288,12367,1056
"10714",1342,12367,880
"10715",1378,12367,4928
"10716",1618,12367,10384
"10717",1672,12367,17952
"10718",1808,12367,3168
"10719",1841,12367,32912
"10720",1877,12367,1056
"10721",1908,12367,1232
"10722",1928,12367,4048
"10723",1964,12367,704
"10724",1989,12367,5632
"10725",2001,12367,10912
"10726",2334,12367,7568
"10727",2505,12367,1056
"10728",2627,12367,4048
"10729",2722,12367,6688
"10730",2848,12367,3696
"10731",2908,12367,3344
"10732",3011,12367,1056
"10733",3021,12367,8096
"10734",3330,12367,6336
"10735",3738,12367,1232
"10736",4421,12367,528
"10737",5221,12367,1056
"10738",5547,12367,528
"10739",6862,12367,1760
"10740",7730,12367,10208
"10741",8490,12367,528
"10742",9069,12367,352
"10743",9187,12367,1232
"10744",9600,12367,3344
"10745",10023,12367,2640
"10746",10341,12367,3168
"10747",10566,12367,3872
"10748",10567,12367,2816
"10749",10606,12367,880
"10750",10902,12367,880
"10751",11101,12367,2112
"10752",11460,12367,352
"10753",12250,12367,3696
"10754",12252,12367,880
"10755",12599,12367,1232
"10756",13426,12367,528
"10757",17200,12367,1584
"10758",19878,12367,528
"10759",20770,12367,1232
"10760",26252,12367,1056
"10761",28923,12367,528
"10762",30807,12367,7744
"10763",31012,12367,1056
"10764",31072,12367,528
"10765",32590,12367,880
"10766",32613,12367,1056
"10767",33344,12367,528
"10768",36202,12367,1584
"10769",40019,12367,1232
"10770",41035,12367,528
"10771",45398,12367,704
"10772",53627,12367,352
"10773",57898,12367,352
"10774",58911,12367,352
"10775",76119,12367,880
"10776",89245,12367,352
"10777",107514,12367,528
"10778",117788,12367,528
"10779",127191,12367,1056
"10780",129822,12367,528
"10781",14,12441,13940
"10782",39,12441,900
"10783",80,12441,4180
"10784",90,12441,5500
"10785",665,12441,280
"10786",1961,12441,130
"10787",2946,12441,240
"10788",12373,12441,190
"10789",12378,12441,50
"10790",12379,12441,50
"10791",14,12442,16728
"10792",39,12442,1080
"10793",80,12442,5016
"10794",90,12442,6600
"10795",665,12442,336
"10796",1961,12442,156
"10797",2946,12442,288
"10798",4516,12442,156
"10799",12373,12442,228
"10800",12378,12442,60
"10801",12379,12442,60
"10802",104351,12442,24
"10803",14,12443,23698
"10804",18,12443,12410
"10805",39,12443,1530
"10806",80,12443,7106
"10807",90,12443,9350
"10808",130,12443,4777
"10809",665,12443,476
"10810",1961,12443,221
"10811",2309,12443,51
"10812",2946,12443,408
"10813",12373,12443,323
"10814",12378,12443,85
"10815",12379,12443,85
"10816",12443,12443,34
"10817",73923,12443,34
"10818",116285,12443,34
"10819",18,12448,11680
"10820",19,12448,2368
"10821",20,12448,2224
"10822",35,12448,1296
"10823",92,12448,10464
"10824",715,12448,3024
"10825",1316,12448,304
"10826",1531,12448,256
"10827",2164,12448,128
"10828",2264,12448,192
"10829",2722,12448,608
"10830",12448,12448,80
"10831",15354,12448,576
"10832",24740,12448,64
"10833",34930,12448,96
"10834",81647,12448,64
"10835",1,12583,1008
"10836",14,12583,16728
"10837",18,12583,8760
"10838",37,12583,3720
"10839",55,12583,900
"10840",376,12583,444
"10841",649,12583,1644
"10842",1323,12583,156
"10843",4499,12583,96
"10844",6945,12583,312
"10845",12580,12583,36
"10846",12583,12583,36
"10847",1,12588,1008
"10848",14,12588,16728
"10849",18,12588,8760
"10850",37,12588,3720
"10851",55,12588,900
"10852",376,12588,444
"10853",649,12588,1644
"10854",1323,12588,156
"10855",4499,12588,96
"10856",6945,12588,312
"10857",12580,12588,36
"10858",12583,12588,36
"10859",3,12614,13830
"10860",12,12614,1590
"10861",14,12614,20910
"10862",18,12614,10950
"10863",21,12614,2625
"10864",39,12614,1350
"10865",96,12614,5265
"10866",144,12614,2190
"10867",422,12614,3015
"10868",3415,12614,30
"10869",12614,12614,120
"10870",13604,12614,30
"10871",25009,12614,45
"10872",3,13103,13830
"10873",8,13103,5115
"10874",14,13103,20910
"10875",18,13103,10950
"10876",62,13103,2220
"10877",90,13103,8250
"10878",95,13103,5970
"10879",96,13103,5265
"10880",257,13103,8115
"10881",10905,13103,60
"10882",11728,13103,135
"10883",13103,13103,60
"10884",111780,13103,60
"10885",4,13217,1517
"10886",14,13217,57154
"10887",18,13217,29930
"10888",40,13217,4961
"10889",43,13217,574
"10890",60,13217,1599
"10891",90,13217,22550
"10892",96,13217,14391
"10893",231,13217,3321
"10894",257,13217,22181
"10895",422,13217,8241
"10896",496,13217,205
"10897",1108,13217,1763
"10898",1279,13217,3116
"10899",1841,13217,7667
"10900",3018,13217,287
"10901",3465,13217,3403
"10902",4924,13217,328
"10903",5794,13217,1271
"10904",6573,13217,1640
"10905",8466,13217,533
"10906",9661,13217,205
"10907",10978,13217,492
"10908",13217,13217,533
"10909",15153,13217,1148
"10910",16883,13217,82
"10911",17365,13217,902
"10912",19057,13217,369
"10913",19058,13217,369
"10914",19064,13217,205
"10915",38495,13217,205
"10916",38497,13217,205
"10917",38498,13217,205
"10918",54935,13217,615
"10919",88183,13217,410
"10920",88192,13217,205
"10921",14,13228,8364
"10922",90,13228,3300
"10923",3332,13228,480
"10924",9540,13228,42
"10925",10986,13228,132
"10926",11958,13228,114
"10927",13229,13230,4
"10928",13230,13230,4
"10929",3,13302,31348
"10930",8,13302,11594
"10931",14,13302,47396
"10932",18,13302,24820
"10933",55,13302,2550
"10934",62,13302,5032
"10935",96,13302,11934
"10936",144,13302,4964
"10937",217,13302,1734
"10938",257,13302,18394
"10939",321,13302,4556
"10940",378,13302,4828
"10941",379,13302,4828
"10942",450,13302,1360
"10943",624,13302,5168
"10944",1070,13302,238
"10945",1672,13302,3468
"10946",2228,13302,4318
"10947",2316,13302,544
"10948",3772,13302,1190
"10949",4321,13302,272
"10950",5069,13302,544
"10951",11958,13302,646
"10952",13229,13302,68
"10953",13230,13302,68
"10954",27086,13302,204
"10955",27215,13302,204
"10956",50533,13302,238
"10957",54935,13302,510
"10958",62182,13302,136
"10959",85447,13302,204
"10960",14,13312,15334
"10961",18,13312,8030
"10962",39,13312,990
"10963",121,13312,1980
"10964",257,13312,5951
"10965",1311,13312,253
"10966",1948,13312,110
"10967",7329,13312,825
"10968",7481,13312,297
"10969",13312,13312,44
"10970",3,13531,35036
"10971",5,13531,3762
"10972",8,13531,12958
"10973",9,13531,4256
"10974",14,13531,52972
"10975",18,13531,27740
"10976",68,13531,760
"10977",80,13531,15884
"10978",92,13531,24852
"10979",95,13531,15124
"10980",96,13531,13338
"10981",121,13531,6840
"10982",130,13531,10678
"10983",257,13531,20558
"10984",339,13531,5244
"10985",378,13531,5396
"10986",379,13531,5396
"10987",649,13531,5206
"10988",2296,13531,532
"10989",2627,13531,874
"10990",3893,13531,2584
"10991",4647,13531,608
"10992",6188,13531,1672
"10993",7602,13531,266
"10994",7730,13531,2204
"10995",12172,13531,494
"10996",13462,13531,114
"10997",13467,13531,228
"10998",15210,13531,76
"10999",39930,13531,608
"11000",48262,13531,152
"11001",12,13532,4982
"11002",14,13532,65518
"11003",18,13532,34310
"11004",37,13532,14570
"11005",38,13532,4230
"11006",40,13532,5687
"11007",80,13532,19646
"11008",90,13532,25850
"11009",91,13532,705
"11010",92,13532,30738
"11011",95,13532,18706
"11012",231,13532,3807
"11013",378,13532,6674
"11014",379,13532,6674
"11015",649,13532,6439
"11016",715,13532,8883
"11017",1111,13532,1598
"11018",1388,13532,141
"11019",1522,13532,1128
"11020",1669,13532,1551
"11021",2627,13532,1081
"11022",3465,13532,3901
"11023",4301,13532,705
"11024",4990,13532,846
"11025",5794,13532,1457
"11026",7132,13532,517
"11027",7481,13532,1269
"11028",7654,13532,893
"11029",9505,13532,1316
"11030",10198,13532,2867
"11031",10566,13532,1034
"11032",13532,13532,893
"11033",14657,13532,658
"11034",16518,13532,141
"11035",36206,13532,235
"11036",36676,13532,141
"11037",49598,13532,329
"11038",75600,13532,329
"11039",22,13577,1245
"11040",321,13577,670
"11041",9130,13577,55
"11042",77969,13577,30
"11043",77972,13577,30
"11044",12,13689,636
"11045",90,13689,3300
"11046",3119,13689,96
"11047",3333,13689,90
"11048",4859,13689,30
"11049",19436,13689,36
"11050",10566,13728,44
"11051",13532,13728,38
"11052",3,13740,51632
"11053",5,13740,5544
"11054",8,13740,19096
"11055",14,13740,78064
"11056",18,13740,40880
"11057",38,13740,5040
"11058",80,13740,23408
"11059",90,13740,30800
"11060",95,13740,22288
"11061",96,13740,19656
"11062",120,13740,2128
"11063",144,13740,8176
"11064",226,13740,3192
"11065",257,13740,30296
"11066",301,13740,1064
"11067",343,13740,6664
"11068",454,13740,2072
"11069",624,13740,8512
"11070",649,13740,7672
"11071",792,13740,1232
"11072",1331,13740,1456
"11073",1378,13740,1568
"11074",1593,13740,728
"11075",1618,13740,3304
"11076",1926,13740,3080
"11077",2001,13740,3472
"11078",3119,13740,896
"11079",3438,13740,392
"11080",3472,13740,280
"11081",4424,13740,2072
"11082",4655,13740,168
"11083",5387,13740,336
"11084",6945,13740,1456
"11085",7132,13740,616
"11086",7924,13740,560
"11087",9284,13740,168
"11088",13532,13740,1064
"11089",19376,13740,224
"11090",23853,13740,392
"11091",24865,13740,1456
"11092",35311,13740,616
"11093",40859,13740,280
"11094",57005,13740,280
"11095",57790,13740,224
"11096",59659,13740,280
"11097",69882,13740,280
"11098",73760,13740,168
"11099",76844,13740,224
"11100",99574,13740,280
"11101",1,13741,3612
"11102",3,13741,39646
"11103",14,13741,59942
"11104",18,13741,31390
"11105",38,13741,3870
"11106",58,13741,2967
"11107",90,13741,23650
"11108",92,13741,28122
"11109",96,13741,15093
"11110",129,13741,817
"11111",130,13741,12083
"11112",144,13741,6278
"11113",257,13741,23263
"11114",422,13741,8643
"11115",492,13741,2236
"11116",649,13741,5891
"11117",715,13741,8127
"11118",1752,13741,172
"11119",1805,13741,43
"11120",1870,13741,344
"11121",1890,13741,172
"11122",2142,13741,1118
"11123",2228,13741,5461
"11124",3738,13741,301
"11125",4054,13741,43
"11126",7106,13741,516
"11127",7132,13741,473
"11128",13532,13741,817
"11129",13741,13741,258
"11130",22666,13741,86
"11131",25009,13741,129
"11132",30624,13741,86
"11133",78141,13741,43
"11134",91322,13741,258
"11135",110662,13741,258
"11136",113532,13741,86
"11137",90,13742,1650
"11138",7132,13742,33
"11139",13532,13742,57
"11140",18,13807,3650
"11141",121,13807,900
"11142",1279,13807,380
"11143",4286,13807,65
"11144",13747,13807,25
"11145",60,13813,702
"11146",80,13813,7524
"11147",90,13813,9900
"11148",92,13813,11772
"11149",95,13813,7164
"11150",343,13813,2142
"11151",1647,13813,108
"11152",1672,13813,1836
"11153",6777,13813,306
"11154",13117,13813,306
"11155",62784,13813,288
"11156",77900,13813,72
"11157",77905,13813,72
"11158",78322,13813,108
"11159",18,13967,3650
"11160",121,13967,900
"11161",1279,13967,380
"11162",4286,13967,65
"11163",13747,13967,25
"11164",18,13969,3650
"11165",121,13969,900
"11166",1279,13969,380
"11167",4286,13969,65
"11168",13747,13969,25
"11169",8,14084,9548
"11170",14,14084,39032
"11171",18,14084,20440
"11172",22,14084,6972
"11173",37,14084,8680
"11174",39,14084,2520
"11175",90,14084,15400
"11176",96,14084,9828
"11177",121,14084,5040
"11178",126,14084,140
"11179",189,14084,1848
"11180",217,14084,1428
"11181",257,14084,15148
"11182",378,14084,3976
"11183",379,14084,3976
"11184",621,14084,952
"11185",1294,14084,280
"11186",2419,14084,616
"11187",3290,14084,140
"11188",3316,14084,308
"11189",3465,14084,2324
"11190",7526,14084,812
"11191",7730,14084,1624
"11192",13975,14084,140
"11193",14933,14084,56
"11194",23701,14084,336
"11195",54211,14084,140
"11196",37,14085,3100
"11197",39,14085,900
"11198",90,14085,5500
"11199",121,14085,1800
"11200",189,14085,660
"11201",217,14085,510
"11202",3290,14085,50
"11203",7526,14085,290
"11204",7730,14085,580
"11205",13975,14085,50
"11206",3,14175,14752
"11207",5,14175,1584
"11208",63,14175,816
"11209",355,14175,2672
"11210",1587,14175,2160
"11211",2228,14175,2032
"11212",2598,14175,256
"11213",2726,14175,288
"11214",3775,14175,448
"11215",3841,14175,240
"11216",5290,14175,384
"11217",6431,14175,64
"11218",14175,14175,48
"11219",81188,14175,48
"11220",3,14244,9220
"11221",62,14244,1480
"11222",90,14244,5500
"11223",217,14244,510
"11224",321,14244,1340
"11225",609,14244,950
"11226",1831,14244,80
"11227",3445,14244,110
"11228",9574,14244,80
"11229",13117,14244,170
"11230",35,14464,972
"11231",63,14464,612
"11232",82,14464,408
"11233",84,14464,492
"11234",92,14464,7848
"11235",321,14464,1608
"11236",3765,14464,108
"11237",4765,14464,132
"11238",5932,14464,72
"11239",9505,14464,336
"11240",14464,14464,72
"11241",14473,14464,72
"11242",3,14657,30426
"11243",14,14657,46002
"11244",18,14657,24090
"11245",21,14657,5775
"11246",22,14657,8217
"11247",39,14657,2970
"11248",90,14657,18150
"11249",1948,14657,330
"11250",3622,14657,297
"11251",3754,14657,4059
"11252",3756,14657,528
"11253",3846,14657,2541
"11254",6328,14657,528
"11255",7635,14657,495
"11256",9255,14657,132
"11257",14570,14657,297
"11258",14574,14657,99
"11259",14575,14657,231
"11260",14657,14657,462
"11261",30345,14657,165
"11262",30348,14657,165
"11263",42145,14657,66
"11264",42148,14657,66
"11265",121637,14657,132
"11266",3,14658,15674
"11267",14,14658,23698
"11268",21,14658,2975
"11269",90,14658,9350
"11270",3622,14658,153
"11271",3754,14658,2091
"11272",3756,14658,272
"11273",6328,14658,272
"11274",7635,14658,255
"11275",14570,14658,153
"11276",14574,14658,51
"11277",14575,14658,119
"11278",42145,14658,34
"11279",42148,14658,34
"11280",14,14662,30668
"11281",37,14662,6820
"11282",90,14662,12100
"11283",92,14662,14388
"11284",95,14662,8756
"11285",144,14662,3212
"11286",226,14662,1254
"11287",431,14662,1034
"11288",1672,14662,2244
"11289",1841,14662,4114
"11290",2322,14662,1012
"11291",2969,14662,2332
"11292",4301,14662,330
"11293",6697,14662,1078
"11294",10014,14662,418
"11295",14662,14662,220
"11296",15027,14662,286
"11297",19733,14662,638
"11298",80233,14662,132
"11299",92,14788,2616
"11300",4301,14788,60
"11301",6697,14788,196
"11302",14662,14788,40
"11303",18,14808,3650
"11304",492,14808,260
"11305",914,14808,55
"11306",5571,14808,55
"11307",14793,14808,20
"11308",3,14858,14752
"11309",14,14858,22304
