Id,SourceTagName,TargetTagName,CreationDate,OwnerUserId,AutoRenameCount,LastAutoRename,Score,ApprovedByUserId,ApprovalDate
"893","realtime","real-time","2010-08-04 19:13:20","10396","232","2012-12-05 10:59:05","4","-1","2010-08-05 14:44:54"
"895","quality-assurance","qa","2010-08-04 19:17:41","113116","99","2011-03-27 07:57:26","2","1","2010-08-08 16:08:37"
"897","refactor","refactoring","2010-08-05 00:36:40","49485","115","2012-12-01 20:07:13","3","17174","2010-08-07 00:38:43"
"902","msaccess","ms-access","2010-08-05 08:01:46","13302","257","2012-12-04 14:48:20","4","-1","2010-08-06 02:24:44"
"903","coregraphics","core-graphics","2010-08-05 08:29:09","30461","170","2012-12-07 12:10:42","4","-1","2010-08-13 00:56:15"
"905","coredata","core-data","2010-08-05 08:37:51","30461","1039","2012-12-08 03:33:11","4","-1","2010-08-07 17:44:25"
"906","corefoundation","core-foundation","2010-08-05 08:43:14","30461","39","2012-11-05 15:01:33","2","1","2010-08-08 16:08:33"
"908","coreaudio","core-audio","2010-08-05 09:34:42","30461","113","2012-12-02 03:25:04","3","17174","2010-08-07 00:38:34"
"909","uiautomation","ui-automation","2010-08-05 10:04:44","1727","113","2012-11-27 21:29:36","2","13531","2010-08-09 15:28:09"
"910","jboss-netty","netty","2010-08-05 10:44:04","21234","24","2012-05-28 21:43:09","2","10936","2011-11-17 05:18:49"
"912","lightswitch","visual-studio-lightswitch","2010-08-05 11:49:18","57159","151","2012-12-07 13:35:51","1","419","2011-08-19 09:56:01"
"913","microsoft-lightswitch","visual-studio-lightswitch","2010-08-05 11:49:40","57159","0","","1","419","2011-08-19 09:55:58"
"914","visualstudiolightswitch","visual-studio-lightswitch","2010-08-05 11:54:22","57159","0","","1","419","2011-08-19 09:55:57"
"915","visualstudio-lightswitch","visual-studio-lightswitch","2010-08-05 11:54:34","57159","0","","1","419","2011-08-19 09:55:55"
"916","vb-to-vb.net","vb6-migration","2010-08-05 12:47:26","15639","38","2011-08-08 12:30:26","4","-1","2010-09-12 11:32:04"
"917","vb6-conversion","vb6-migration","2010-08-05 12:48:11","15639","21","2011-05-04 16:40:03","4","-1","2010-10-31 21:21:26"
"918","vs-lightswitch","visual-studio-lightswitch","2010-08-05 13:36:49","57159","0","","1","419","2011-08-19 09:55:54"
"924","adobe-flex-3","flex3","2010-08-05 19:38:11","21234","133","2011-06-10 04:46:55","2","1","2010-08-08 16:08:27"
"926","apache-ant","ant","2010-08-05 21:18:21","5171","35","2011-08-05 19:57:06","2","1","2010-08-07 01:20:16"
"933","kinect","natal","2010-08-06 09:45:26","39709","0","","2","",""
"937","visual-basic-applications","vba","2010-08-06 12:08:44","15639","56","2012-11-15 07:27:49","2","1","2010-08-08 16:08:22"
"938",".ini","ini","2010-08-06 12:12:13","46991","5","2012-10-04 14:01:30","4","-1","2010-08-30 22:58:10"
"939",".ajax","ajax","2010-08-06 12:13:33","46991","57","2012-10-20 04:40:48","4","-1","2010-10-06 15:40:19"
"940",".avi","avi","2010-08-06 12:14:17","46991","7","2012-03-28 06:57:39","4","-1","2010-08-20 08:32:31"
"942","restful-web-services","rest","2010-08-06 13:47:34","6819","328","2012-12-03 21:57:27","4","-1","2010-09-05 05:58:41"
"943","etags","etag","2010-08-06 16:05:36","22514","36","2012-11-21 08:21:09","4","-1","2010-09-05 05:58:34"
"947","leaks","leak","2010-08-07 05:11:47","30176","100","2012-11-22 02:14:10","4","-1","2010-08-24 20:33:07"
"950","vcs","version-control","2010-08-07 11:33:18","61855","148","2012-12-04 07:32:00","4","-1","2010-08-25 00:05:57"
"951","graphs","graph","2010-08-07 11:35:04","61855","360","2012-12-07 08:21:24","4","-1","2010-08-28 02:26:01"
"952","us-ascii","ascii","2010-08-07 11:48:08","304","5","2012-02-06 08:25:49","4","-1","2010-09-12 11:31:55"
"956","deadline","deadlines","2010-08-07 15:29:48","309308","1","2011-08-07 10:39:52","4","-1","2010-09-24 14:01:30"
"957","codesmell","code-smell","2010-08-07 16:39:56","304","16","2011-04-18 13:20:03","4","-1","2010-08-11 01:16:43"
"958","code-smells","code-smell","2010-08-07 16:40:06","304","8","2011-06-16 05:50:40","4","-1","2010-08-11 01:16:44"
"961","cf","coldfusion","2010-08-07 19:24:10","339850","41","2012-10-25 15:48:02","4","-1","2010-09-08 02:26:29"
"962","programming-books","books","2010-08-07 19:40:29","21234","18","2011-06-26 17:21:16","4","-1","2010-09-16 05:01:58"
"964","google-nacl","google-nativeclient","2010-08-07 19:49:49","21234","0","","0","",""
"965","nativeclient","google-nativeclient","2010-08-07 19:50:58","21234","0","","0","",""
"968","permutations","permutation","2010-08-07 22:30:56","13531","111","2012-12-06 21:27:10","0","13531","2010-08-07 22:31:58"
"970","windows-batch","batch-file","2010-08-08 09:24:46","73070","30","2012-02-09 13:34:42","4","-1","2010-09-11 19:16:34"
"974","thread","multithreading","2010-08-08 13:17:50","1288","3355","2012-12-09 05:03:49","0","1288","2010-08-08 13:17:50"
"975","humor","fun","2010-08-08 14:47:52","56338","103","2012-06-06 17:44:33","4","-1","2010-08-30 22:52:49"
"976","humour","fun","2010-08-08 14:47:56","56338","10","2011-02-02 11:16:20","4","-1","2010-08-30 22:52:50"
"979","authorisation","authorization","2010-08-08 16:39:44","56338","13","2012-07-04 13:18:37","1","13531","2010-08-09 15:22:16"
"980","globalisation","globalization","2010-08-08 16:40:14","56338","4","2012-06-30 16:18:20","3","13531","2010-08-09 15:27:37"
"981","optimisation","optimization","2010-08-08 16:40:45","56338","154","2012-11-21 14:01:30","2","13531","2010-08-09 15:27:35"
"982","localisation","localization","2010-08-08 16:41:06","56338","62","2012-09-05 08:17:43","3","13531","2010-08-09 15:27:33"
"983","localize","localization","2010-08-08 16:42:00","56338","27","2012-07-25 13:48:52","4","-1","2010-08-10 10:54:50"
"984","optimize","optimization","2010-08-08 16:42:22","56338","170","2012-12-08 08:28:00","4","-1","2010-08-10 22:33:04"
"985","initialisation","initialization","2010-08-08 16:43:16","56338","22","2012-11-29 19:32:12","2","13531","2010-08-09 15:27:41"
"986","initialize","initialization","2010-08-08 16:43:33","56338","83","2012-12-07 10:55:40","4","-1","2010-08-11 01:19:14"
"989","deprecation","deprecated","2010-08-08 19:11:47","224671","26","2012-11-18 11:45:36","4","-1","2010-12-28 10:30:26"
"990","gae","google-app-engine","2010-08-08 19:41:06","21234","981","2012-12-09 04:09:13","4","-1","2010-08-14 12:58:06"
"992","lwp","perl-lwp","2010-08-09 01:16:32","168225","0","","1","",""
"996","framework","frameworks","2010-08-09 08:33:43","95135","2420","2012-12-08 18:30:36","4","-1","2010-08-09 10:55:20"
"998","g11n","globalization","2010-08-09 09:58:49","99834","2","2011-02-23 20:02:52","4","-1","2010-08-14 09:03:24"
"1001","t9n","translation","2010-08-09 10:16:57","99834","0","","2","",""
"1003","fulltext-search","full-text-search","2010-08-09 14:39:06","56338","32","2012-11-01 05:41:31","4","-1","2010-08-11 20:55:35"
"1004","fulltext-searching","full-text-search","2010-08-09 14:39:37","56338","5","2011-02-24 10:57:15","4","-1","2010-08-11 20:55:37"
"1005","web-browser","webbrowser","2010-08-09 14:46:44","56338","16","2012-10-09 17:00:19","4","-1","2010-10-31 21:21:36"
"1007",".csv","csv","2010-08-09 15:18:47","13531","39","2012-11-30 00:38:53","3","17174","2010-08-10 23:10:12"
"1008",".dll","dll","2010-08-09 15:19:43","13531","41","2012-11-04 12:31:05","4","-1","2010-08-10 22:32:01"
"1012","include-files","include","2010-08-09 20:18:52","12950","13","2011-12-20 13:50:03","4","-1","2010-09-05 05:57:55"
"1013","includes","include","2010-08-09 20:19:10","12950","116","2012-11-17 13:36:34","4","-1","2010-09-05 05:57:57"
"1016","shards","sharding","2010-08-09 23:51:11","19750","4","2012-10-25 16:06:19","1","419","2011-08-19 09:57:53"
"1020","msword","ms-word","2010-08-10 12:46:35","40347","71","2012-12-05 18:56:04","4","-1","2010-08-18 18:44:50"
"1021","tab","tabs","2010-08-10 14:52:30","123527","856","2012-12-08 07:27:03","4","-1","2010-10-01 19:39:18"
"1022","gems","gem","2010-08-10 14:53:10","123527","232","2012-12-03 02:21:46","0","17174","2010-08-10 23:08:30"
"1023","browsers","browser","2010-08-10 14:57:27","123527","185","2012-11-29 23:16:34","4","-1","2010-08-28 08:32:50"
"1024","exceptions","exception","2010-08-10 18:13:52","15055","473","2012-12-06 12:56:15","4","-1","2010-08-26 01:51:30"
"1027","data-source","datasource","2010-08-10 21:43:13","13531","3","2012-08-29 23:16:24","1","17174","2010-08-10 23:06:48"
"1030","maths","math","2010-08-11 02:39:13","1288","244","2012-12-05 09:02:05","0","1288","2010-08-11 02:39:13"
"1031","domains","dns","2010-08-11 06:03:38","21234","126","2012-12-07 01:05:01","4","-1","2010-09-06 16:59:52"
"1032","career","career-development","2010-08-11 07:38:06","21234","197","2012-10-29 23:15:30","4","-1","2010-09-09 10:39:30"
"1033","career-advice","career-development","2010-08-11 07:38:16","21234","232","2012-10-29 09:30:18","4","-1","2010-09-09 10:39:31"
"1034","vbs","vbscript","2010-08-11 07:38:52","21234","227","2012-12-05 22:02:17","4","-1","2010-08-15 14:24:48"
"1035","peer-to-peer","p2p","2010-08-11 07:43:18","213269","89","2012-10-26 15:42:16","4","-1","2010-08-17 18:40:29"
"1036","datatype","datatypes","2010-08-11 08:22:32","41956","76","2011-07-15 12:47:47","4","-1","2010-08-18 22:28:45"
"1038","course","training","2010-08-11 13:38:26","21234","34","2012-12-02 06:48:22","4","-1","2010-09-06 16:59:36"
"1039","self-training","training","2010-08-11 13:38:31","21234","0","","4","-1","2010-09-06 16:59:35"
"1041","webapplicationproject","web-application-project","2010-08-11 14:43:18","41956","0","","-1","419","2011-08-19 09:57:46"
"1042","webdeploymentproject","web-deployment-project","2010-08-11 14:45:52","41956","10","2011-03-09 16:16:52","4","-1","2010-09-05 05:57:22"
"1044","open-source-contributor","open-source-contribution","2010-08-11 14:48:59","41956","0","","0","",""
"1045","open-source-projects","open-source","2010-08-11 14:49:27","41956","24","2011-12-19 10:08:10","4","-1","2010-09-10 19:16:01"
"1046","open-source-contribution","open-source","2010-08-11 14:49:54","41956","17","2011-05-23 15:07:26","4","-1","2010-09-10 19:15:58"
"1047",".js","javascript","2010-08-11 14:50:39","41956","23","2012-11-28 16:53:59","4","-1","2010-08-14 09:13:57"
"1048","jsdebug","javascript-debugger","2010-08-11 14:51:48","41956","0","","1","419","2011-08-19 09:58:03"
"1049","construct","construction","2010-08-11 14:54:59","41956","0","","1","",""
"1050","ctor","constructor","2010-08-11 14:55:15","41956","11","2012-11-29 15:26:09","2","1288","2010-08-16 13:31:24"
"1053","ctrl-c","copy-paste","2010-08-11 14:56:51","41956","29","2012-10-08 10:45:39","4","-1","2010-09-10 07:27:11"
"1054","ctrl-v","copy-paste","2010-08-11 14:56:53","41956","0","","4","-1","2010-09-10 07:27:13"
"1055","delay-loading","delay-load","2010-08-11 14:58:08","41956","0","","2","",""
"1056","delayed","delay","2010-08-11 14:58:30","41956","0","","2","",""
"1058","strongly-typed-datasets","strongly-typed-dataset","2010-08-11 15:00:06","41956","4","2011-02-04 11:36:18","4","-1","2010-09-05 05:57:11"
"1059","strong-name","strongname","2010-08-11 15:00:21","41956","4","2012-10-31 11:20:40","2","13249","2011-08-07 12:40:43"
"1060","strong-naming","strongname","2010-08-11 15:00:28","41956","0","","2","",""
"1064","custom-data-generator","data-generation","2010-08-11 15:05:08","41956","0","","2","",""
"1065","data-generators","data-generation","2010-08-11 15:05:16","41956","1","2011-06-22 16:27:13","4","-1","2010-08-18 22:28:39"
"1066","data-grid","datagrid","2010-08-11 15:05:23","41956","4","2012-11-11 10:38:09","4","-1","2010-09-01 13:04:22"
"1067","linq2nhibernate","linq-to-nhibernate","2010-08-11 15:08:22","41956","23","2010-12-06 20:28:42","4","-1","2010-08-26 08:49:51"
"1068","linq-entity-framework","entity-framework","2010-08-11 15:10:37","41956","14","2011-02-13 17:40:51","4","-1","2010-10-31 21:21:45"
"1069","dlinq","dynamic-linq","2010-08-11 15:11:20","41956","6","2012-02-22 08:28:17","4","-1","2010-09-05 05:57:02"
"1070","email-attachment","email-attachments","2010-08-11 15:14:53","41956","4","2012-07-13 11:16:48","4","-1","2010-08-26 01:56:56"
"1072","sql-to-linq","linq-to-sql","2010-08-11 19:14:44","13302","11","2012-09-17 07:52:35","4","-1","2010-10-11 18:15:49"
"1073","linq-to-object","linq-to-objects","2010-08-11 19:16:45","13302","5","2011-07-16 05:51:58","4","-1","2010-08-26 01:57:03"
"1075","google-gson","gson","2010-08-11 21:58:50","157882","0","","-1","",""
"1080","garnet-os","palm-os","2010-08-12 10:31:20","179715","0","","-1","",""
"1083","object-oriented","oop","2010-08-12 13:46:10","213269","581","2012-12-05 14:21:36","4","-1","2010-09-05 03:00:29"
"1084","wizards","wizard","2010-08-12 14:15:20","224671","4","2010-11-16 16:27:44","4","-1","2010-08-20 08:20:34"
"1085","spring-dm","springsource-dm-server","2010-08-12 21:33:51","21234","0","","1","",""
"1086","spring-dm-server","springsource-dm-server","2010-08-12 21:36:15","21234","0","","-1","",""
"1087","zindex","z-index","2010-08-13 00:53:31","157882","49","2012-10-07 17:45:04","4","-1","2010-08-17 18:37:32"
"1088","event-handler","event-handling","2010-08-13 13:39:46","2688","20","2012-08-19 13:45:53","4","-1","2010-08-19 16:12:55"
"1089","event-handlers","event-handling","2010-08-13 13:39:48","2688","21","2012-07-24 03:48:57","4","-1","2010-08-19 16:12:51"
"1090","acegi","spring-security","2010-08-13 15:24:06","68612","1","2012-10-11 04:40:29","4","-1","2012-09-11 23:32:52"
"1091","iphone-sdk","iphone","2010-08-13 19:11:59","349112","7391","2012-12-02 01:03:52","4","-1","2010-08-30 01:46:40"
"1097","portable","portability","2010-08-14 21:23:42","347934","116","2012-12-05 11:14:18","4","-1","2010-09-06 16:57:06"
"1098","html-5","html5","2010-08-15 01:02:01","222908","10","2012-09-01 20:26:10","4","-1","2010-08-18 08:57:23"
"1100","pgsql","postgresql","2010-08-15 02:57:27","127724","70","2012-12-08 12:37:10","4","-1","2010-08-29 19:52:51"
"1101","form","forms","2010-08-15 03:36:55","330565","5657","2012-12-09 03:26:12","4","-1","2011-03-06 11:26:09"
"1102","iphone-os-4","ios4","2010-08-15 10:01:05","21234","0","","3","10936","2011-03-21 01:43:35"
"1103","iphone-os-4.0","ios4","2010-08-15 10:01:10","21234","0","","4","-1","2011-04-05 08:19:08"
"1104","iphone-os","ios","2010-08-15 10:02:37","21234","2","2012-07-10 07:18:35","4","-1","2011-02-09 19:09:41"
"1105","phonenumbers","phone-number","2010-08-15 14:09:14","54262","18","2012-07-27 22:31:19","4","-1","2010-08-19 16:14:39"
"1106","phone-numbers","phone-number","2010-08-15 14:09:42","54262","4","2011-04-30 09:41:58","4","-1","2010-08-19 16:14:40"
"1107","constructors","constructor","2010-08-15 14:17:17","54262","87","2012-12-04 19:20:52","4","-1","2010-08-24 20:02:46"
"1111","bitwise-operations","bitwise-operators","2010-08-16 03:24:20","19750","51","2011-06-09 01:44:19","4","-1","2010-09-05 05:55:34"
"1113","jquery-selector","jquery-selectors","2010-08-16 10:21:55","13249","21","2012-08-31 12:30:32","3","1","2010-08-26 04:53:45"
"1114","fluentnhibernate","fluent-nhibernate","2010-08-16 12:02:17","21234","107","2012-12-07 19:58:29","4","-1","2010-09-05 03:00:01"
"1116","backus-naur-form","bnf","2010-08-16 13:15:13","224671","8","2011-07-21 15:26:45","4","-1","2010-08-20 08:18:12"
"1117","primitives","primitive","2010-08-16 15:24:21","2598","26","2012-12-06 11:54:37","4","-1","2010-08-30 22:49:16"
"1118","hooking","hook","2010-08-16 16:12:49","224671","64","2012-12-04 13:05:56","4","-1","2010-08-26 04:09:36"
"1119","hooks","hook","2010-08-16 16:12:54","224671","126","2012-11-30 19:46:11","4","-1","2010-08-26 04:09:37"
"1120",".net2.0",".net-2.0","2010-08-16 19:31:28","76337","342","2012-12-06 22:49:13","0","1288","2010-08-17 15:00:16"
"1121","yii-framework","yii","2010-08-16 19:56:49","21234","234","2012-11-08 21:08:12","4","-1","2010-09-10 07:26:40"
"1123","db","database","2010-08-16 20:25:22","113124","561","2012-12-08 10:22:42","4","-1","2010-08-18 16:51:55"
"1124","dcvs","dvcs","2010-08-16 20:56:46","213269","21","2012-04-01 03:46:34","2","1","2010-08-26 04:32:34"
"1125","patches","patch","2010-08-16 21:33:53","21234","24","2012-11-28 17:48:44","3","1","2010-08-26 04:32:36"
"1129","matrices","matrix","2010-08-17 08:14:33","97160","91","2012-12-08 22:20:35","4","-1","2010-08-18 22:27:10"
"1130","wwf","workflow-foundation","2010-08-17 13:22:57","40347","0","","2","",""
"1131","webdriver","selenium","2010-08-17 15:56:54","154975","0","","0","",""
"1132","expression-engine","expressionengine","2010-08-17 18:06:24","21234","1","2012-07-19 11:43:20","1","1288","2012-06-05 20:50:55"
"1133","natural-language-process","nlp","2010-08-17 20:36:37","21234","54","2011-07-08 19:59:30","3","1","2010-08-26 04:53:40"
"1134","natural-language","nlp","2010-08-17 20:36:42","21234","295","2012-09-03 13:15:49","5","-1","2010-11-18 16:26:46"
"1139","apache-derby","derby","2010-08-18 08:36:12","70604","16","2011-07-25 15:40:39","3","1288","2010-12-22 04:31:49"
"1140","jars","jar","2010-08-18 09:52:31","353852","32","2012-12-03 07:48:41","2","1","2010-08-26 04:30:41"
"1141","immutability","immutable","2010-08-18 10:33:49","213269","46","2012-08-29 19:45:07","4","-1","2010-08-24 19:38:36"
"1143","llblgen","llblgenpro","2010-08-18 14:04:12","6399","0","","0","",""
"1144","callbacks","callback","2010-08-18 16:50:08","15055","91","2012-11-27 12:57:49","4","-1","2010-08-24 19:54:28"
"1145","lists","list","2010-08-18 20:04:58","2598","819","2012-12-08 23:14:47","3","1288","2010-08-26 00:56:02"
"1146","legal-issues","legal","2010-08-18 20:42:06","54262","11","2012-08-03 04:01:53","4","-1","2010-08-28 06:45:34"
"1147","weld","jboss-weld","2010-08-19 08:47:33","21234","0","","0","",""
"1148","bzr","bazaar","2010-08-19 11:16:21","21234","192","2012-11-21 09:54:17","3","1","2010-08-26 04:53:35"
"1149","xmlschema","xml-schema","2010-08-19 15:19:35","21234","43","2012-08-11 02:49:16","3","1288","2010-08-26 00:55:51"
"1157","3rdparty","3rd-party","2010-08-20 08:25:13","54262","7","2012-11-16 11:14:29","3","1","2010-08-26 04:30:35"
"1158","vc9","visual-c++-2008","2010-08-20 10:34:48","41956","10","2012-07-09 19:33:51","4","-1","2010-09-06 16:56:09"
"1159","vb-classic","vb6","2010-08-20 12:55:21","15639","3","2012-07-15 10:49:38","4","-1","2010-11-22 18:06:06"
"1160","charset","character-encoding","2010-08-21 01:58:36","287586","336","2012-11-16 19:40:10","3","1288","2010-12-22 04:31:51"
"1163","blogging","blogs","2010-08-21 21:23:06","95135","35","2012-11-13 20:29:09","4","-1","2010-08-25 22:41:22"
"1164","scraping","screen-scraping","2010-08-22 08:09:10","38765","182","2012-12-04 17:29:50","2","1288","2010-08-26 00:55:27"
"1165","keyboards","keyboard","2010-08-22 19:10:38","21234","2","2012-04-26 01:36:08","4","-1","2010-08-28 06:44:59"
"1167","codepage","codepages","2010-08-22 20:09:16","157882","31","2012-08-20 17:44:44","2","1288","2010-08-26 00:55:32"
"1168","game-design","game-development","2010-08-22 21:47:28","21234","135","2012-07-15 15:26:59","2","1","2010-08-26 04:30:28"
"1169","spring-framework","spring","2010-08-23 05:54:24","380734","363","2012-11-26 10:38:00","4","-1","2010-09-10 19:14:42"
"1171","portlets","portlet","2010-08-23 11:10:28","21234","54","2012-09-03 13:51:25","2","1","2010-08-26 04:30:22"
"1172","raphael-js","raphael","2010-08-23 12:39:49","258127","122","2012-09-19 15:38:46","4","-1","2010-11-19 11:38:35"
"1174","overload","overloading","2010-08-23 15:32:48","34509","133","2012-11-29 21:34:52","2","1288","2010-08-26 00:55:07"
"1176","subprocesses","subprocess","2010-08-23 18:36:31","15055","12","2012-08-09 12:53:53","4","-1","2010-08-29 06:47:48"
"1177","hsql","hsqldb","2010-08-24 04:00:49","70604","0","","0","",""
"1182","atomic-compare-and-swap","compare-and-swap","2010-08-24 12:41:29","265143","5","2011-05-23 04:11:55","4","-1","2010-10-31 21:21:57"
"1183","atomic-swap","compare-and-swap","2010-08-24 12:41:49","265143","0","","0","",""
"1184","sessions","session","2010-08-24 14:21:47","164299","772","2012-12-07 11:18:18","3","1","2010-08-26 04:53:30"
"1185","use-cases","use-case","2010-08-24 16:55:57","21234","13","2011-06-23 06:55:49","3","1","2010-08-26 04:53:27"
"1186","modules","module","2010-08-24 17:03:54","15055","381","2012-12-05 12:37:22","4","-1","2010-08-26 22:54:14"
"1187","python-modules","python-module","2010-08-24 17:04:35","15055","18","2012-04-05 10:16:55","4","-1","2010-08-26 10:25:58"
"1188","digital-signal-processing","signal-processing","2010-08-24 20:29:15","13313","75","2012-01-31 16:00:14","4","-1","2010-08-30 22:47:17"
"1189","machine-vision","computer-vision","2010-08-24 21:07:51","13313","28","2012-05-03 08:09:08","4","-1","2010-08-27 06:54:57"
"1190","x-window-system","x11","2010-08-24 21:22:08","34509","18","2011-06-13 13:49:29","4","-1","2010-08-29 06:48:31"
"1195","scc","version-control","2010-08-25 00:07:57","4228","12","2012-06-28 22:55:29","4","-1","2010-09-05 05:54:34"
"1196","source-code-control","version-control","2010-08-25 00:11:54","4228","20","2012-06-11 16:39:40","2","1","2010-08-26 04:53:23"
"1197","sccs","version-control","2010-08-25 00:12:06","4228","9","2012-10-22 08:43:46","4","-1","2010-09-05 05:54:36"
"1199","gc","garbage-collection","2010-08-25 01:33:50","157882","186","2012-12-08 02:47:47","4","-1","2010-08-27 06:54:08"
"1203","windsor","castle-windsor","2010-08-25 07:59:41","13163","114","2012-12-05 15:38:34","3","1288","2010-08-26 00:54:45"
"1207","pos","point-of-sale","2010-08-25 12:06:24","2098","0","","0","",""
"1213","outofmemory","outofmemoryerror","2010-08-25 14:07:46","97160","26","2012-12-07 13:56:44","2","1288","2012-06-05 20:50:26"
"1215","salesforce.com","salesforce","2010-08-25 14:23:04","41956","148","2012-08-04 16:14:56","4","-1","2010-08-30 23:34:24"
"1216","google-collections","guava","2010-08-25 15:28:21","13792","11","2012-06-06 16:12:34","4","-1","2011-04-22 21:55:06"
"1217","secure","security","2010-08-25 15:35:23","183528","309","2012-11-30 05:05:00","4","-1","2010-08-26 10:24:57"
"1218","fpc","freepascal","2010-08-25 16:19:59","99354","0","","2","",""
"1219","htmlhelp","chm","2010-08-25 16:28:50","99354","17","2012-08-22 13:11:28","4","-1","2010-09-05 02:59:22"
"1220","facebook-api","facebook","2010-08-25 16:35:53","20128","1202","2012-12-08 03:48:19","4","-1","2010-08-30 23:33:59"
"1221","googleapi","google-api","2010-08-25 18:26:40","21234","74","2012-12-09 02:19:21","3","1","2010-08-26 04:53:14"
"1223","cfscript","coldfusion","2010-08-25 18:55:12","35634","53","2012-10-19 18:13:53","4","-1","2010-09-03 02:02:24"
"1226","functions","function","2010-08-25 20:32:15","1084","1264","2012-12-08 11:17:20","4","-1","2010-08-27 06:44:47"
"1239","jws","java-web-start","2010-08-25 22:00:05","12048","61","2012-11-20 10:03:12","4","-1","2010-08-27 06:44:43"
"1242","linking","linker","2010-08-26 01:32:08","56338","452","2012-12-08 12:14:25","4","-1","2010-09-10 17:27:54"
"1245","bash-script","bash","2010-08-26 07:52:46","21234","102","2012-12-05 11:49:33","4","-1","2010-09-02 13:49:26"
"1247","pci-compliance","pci-dss","2010-08-26 10:41:53","141661","0","","1","",""
"1254","makefiles","makefile","2010-08-26 14:51:47","172999","29","2012-10-14 06:33:29","4","-1","2010-08-30 22:42:36"
"1255","adobe-stratus","stratus","2010-08-26 14:53:34","213269","0","","-1","",""
"1256","windows-identity-foundati","wif","2010-08-26 16:12:46","6440","0","","0","102937","2012-01-03 17:42:30"
"1258","model-view-controller","mvc","2010-08-26 18:14:35","21234","71","2011-07-17 04:13:52","4","-1","2010-09-08 09:38:09"
"1260","job","jobs","2010-08-26 18:52:57","21234","210","2012-12-08 20:42:06","4","-1","2010-09-08 09:37:52"
"1262","agile-development","agile","2010-08-26 21:41:51","73826","170","2011-07-05 22:03:26","4","-1","2010-09-10 19:14:01"
"1263","cookie","cookies","2010-08-26 22:30:52","82769","1127","2012-12-07 11:18:18","3","17174","2010-09-01 13:17:27"
"1264","dotnetopenid","dotnetopenauth","2010-08-27 04:43:45","46926","44","2011-07-15 02:35:25","4","-1","2010-09-09 16:04:31"
"1265","async","asynchronous","2010-08-27 05:48:49","39289","560","2012-12-08 17:58:38","4","-1","2010-09-02 00:21:41"
"1267","tips","tips-and-tricks","2010-08-27 06:34:43","54262","38","2012-10-12 07:28:49","4","-1","2010-09-20 09:18:04"
"1268","myth-busting","myths","2010-08-27 06:35:55","54262","0","","1","419","2011-08-19 09:52:44"
"1269","printer","printing","2010-08-27 06:52:03","54262","203","2012-12-06 23:43:14","4","-1","2010-10-01 19:43:15"
"1270","print","printing","2010-08-27 06:52:07","54262","1116","2012-12-09 01:43:16","4","-1","2010-10-01 19:43:16"
"1271","network","networking","2010-08-27 08:32:52","54262","1753","2012-12-08 21:02:32","4","-1","2010-11-11 14:57:27"
"1272","flex-4","flex4","2010-08-27 08:34:01","24762","52","2012-03-12 20:19:46","4","-1","2010-10-01 19:43:04"
"1279","eda","event-driven-design","2010-08-27 11:26:56","213269","0","","-1","",""
"1281","plotting","plot","2010-08-27 12:07:29","224671","67","2012-12-02 20:03:30","4","-1","2011-07-20 22:08:55"
"1286","mvc.net","asp.net-mvc","2010-08-27 19:30:57","76337","147","2012-12-02 00:45:52","1","17174","2010-08-30 07:32:56"
"1287","tcpip","tcp","2010-08-27 20:43:56","20734","66","2012-12-05 16:12:41","4","-1","2011-07-28 05:32:32"
"1289","qtdesigner","qt-designer","2010-08-27 21:01:47","34509","39","2012-07-12 16:30:27","4","-1","2010-09-05 05:52:27"
"1291","compilers","compiler","2010-08-28 03:24:29","21441","161","2012-11-07 10:02:33","4","-1","2010-08-28 13:55:48"
"1292","databinding","data-binding","2010-08-28 06:40:53","165737","190","2012-12-07 14:43:46","4","-1","2010-09-25 09:27:00"
"1294","attribute","attributes","2010-08-28 08:34:22","113116","586","2012-12-08 21:43:12","4","-1","2010-09-12 11:31:28"
"1296","bug-fixes","bug-fixing","2010-08-28 08:36:14","113116","0","","1","419","2011-08-19 09:52:56"
"1297","bugfix","bug-fixing","2010-08-28 08:36:21","113116","0","","1","419","2011-08-19 09:52:59"
"1298","bug-reports","bug-reporting","2010-08-28 08:36:55","113116","0","","1","419","2011-08-19 09:53:01"
"1299","buttons","button","2010-08-28 08:37:43","113116","494","2012-12-03 16:19:40","4","-1","2010-08-30 23:30:39"
"1300","radiobuttons","radiobutton","2010-08-28 08:38:25","113116","18","2010-10-24 16:02:22","4","-1","2010-08-30 23:30:35"
"1302","backbutton","back-button","2010-08-28 08:39:18","113116","86","2012-11-01 13:03:51","4","-1","2010-08-30 23:00:01"
"1304","browser-back-button","back-button","2010-08-28 08:40:13","113116","0","","2","419","2011-08-19 09:53:06"
"1305","image-button","imagebutton","2010-08-28 08:40:48","113116","2","2012-06-30 15:03:09","1","13531","2011-02-23 23:39:24"
"1306","link-button","linkbutton","2010-08-28 08:41:13","113116","3","2011-04-21 07:09:08","4","-1","2010-09-05 05:53:32"
"1307","bytes","byte","2010-08-28 08:41:55","113116","192","2012-11-28 12:33:21","4","-1","2010-09-05 05:53:20"
"1308","byte-array","bytearray","2010-08-28 08:42:12","113116","9","2012-10-29 07:00:49","4","-1","2010-10-01 19:42:48"
"1309","byte-code","bytecode","2010-08-28 08:42:32","113116","2","2012-06-18 13:59:21","4","-1","2010-08-30 19:58:09"
