posts_id,Body,tags,title
2366,"<p>I think I understand what 'Maybe Monads' are, but I'm not sure about the other types.</p>",<haskell><functional-programming><monads><glossary>,"Can anyone explain Monads?"
2381,"<p>I know that there has been a similar question asked here very recently, but I was wondering if it was possible to tab between buttons on default Mac OS X dialog boxes?</p>

<p>I already have the ""All Controls"" option enabled in System Preferences->Keyboard and mouse->keyboard shortcuts, but no joy.</p>
",<osx><mac><controls><tabs>,"How to tab between buttons on an Mac OS X dialog box"
2384,"<P>I'm trying to read binary data using C#. I have all information about the layout of the data in the files I want to read. I'm able to read the data ""chunk by chunk"", i.e. getting the first 40 bytes of data converting it to a string, get the next 40 bytes, ...</P>
<P>Since there are at least three slighlty different version of the data, I would like to read the data directly into a struct. It just feels so much more right than by reading it ""line by line"".</P>
<P>I have tried the following approach but to no avail:</P><PRE><CODE>StructType aStruct;
int count = Marshal.SizeOf(typeof(StructType));
byte[] readBuffer = new byte[count];
BinaryReader reader = new BinaryReader(stream);
readBuffer = reader.ReadBytes(count);
GCHandle handle = GCHandle.Alloc(readBuffer, GCHandleType.Pinned);
aStruct = (StructType) Marshal.PtrToStructure(handle.AddrOfPinnedObject(), typeof(StructType));
handle.Free();
</CODE></PRE>
<P>The stream is an opened FileStream from which I have began to read from. I get an AccessViolationException when using Marshal.PtrToStructure.</P>
<P>The stream contains more information than I'm trying to read since I'm not interested in data at the end of the file.</P>
<P>The struct is defined like:</P><PRE><CODE>[StructLayout(LayoutKind.Explicit)]
struct StructType
{
    [FieldOffset(0)]
    public string FileDate;
    [FieldOffset(8)]
    public string FileTime;
    [FieldOffset(16)]
    public int Id1;
    [FieldOffset(20)]
    public string Id2;
}
</CODE></PRE>
<P>The examples code is changed from original to make this question shorter.</P>
<P>How would I read binary data from a file into a struct?</P>",<c#>,"Read binary file into a struct C#"
2399,"<p>It seems that the next major transition / fad will be towards Functional Programming.  What resources / experiences are you finding necessary to grok functional programming?</p>",<language-agnostic><functional-programming><self-improvement><education><howto>,"How to transition to Functional Programming"
2402,"<p>Background: I am working as a freelance web-developer. Now, lately this has meant that I have to design a lot of graphic images, logos etc for the the websites I create.</p>

<p>So, are there any good resources to learn these things? And, what softwares should I ideally be learning? I have always heard about Adobe Illustrator and Adobe Photoshop being the frontrunners. Is it worth my time to learn these two 'huge' softwares?</p>",<design><graphics>,"What programs do you use to create graphic images?"
2405,"<p>Where are good sources of information on binary file layout structures?</p>

<p>If I wanted to pull in a BTrieve index file, parse MP3 headers, etc... where does one get reliable information?</p>",<language-agnostic><data-structures><files><binary>,"Binary file layout reference"
2406,"<p>Can you point me to a good real-world WinForms MVC application/framework?</p>

<p>I understand the Model part - that's your data, and I know the forms are the views, but what's the controller? Especially if I want to use data binding.</p>",<winforms><mvc><gui>,"Looking for a MVC Sample for WinForms"
2432,"<p>Have you ever seen any of there error messages?</p>

<blockquote>
  <p>-- SQL Server 2000</p>
  
  <p>Could not allocate ancillary table for view or function resolution.<br>
  The maximum number of tables in a query (256) was exceeded.</p>
  
  <p>-- SQL Server 2005</p>
  
  <p>Too many table names in the query. The maximum allowable is 256.</p>
</blockquote>

<p>If yes, what have you done?</p>

<p>Given up? Convinced the customer to simplify their demands? Denormalized the database?</p>

<hr>

<p>@(everyone wanting me to post the query):</p>

<ol>
<li>I'm not sure if I can paste 70 kilobytes of code in the answer editing window.</li>
<li>Even if I can this this won't help since this 70 kilobytes of code will reference 20 or 30 views that I would also have to post since otherwise the code will be meaningless.</li>
</ol>

<p>I don't want to sound like I am boasting here but the problem is not in the queries. The queries are optimal (or at least almost optimal). I have spent countless hours optimizing them, looking for every single column and every single table that can be removed. Imagine a report that has 200 or 300 columns that has to be filled with a single SELECT statement (because that's how it was designed a few years ago when it was still a small report).</p>
",<sql-server><database>,"Have you ever encountered a query that SQL Server could not execute because it referenced too many tables?"
2447,"<P>I'm putting together a best practices training program for agile and there are no real good resources for secure design and testing related to Agile (as far as my contextual searching ability has shown). What are the best practices for testing security per release? If it is a monthly release, are there shops doing pen-tests every month?</P>",<security><agile>,"Are there best practices for testing security in an Agile development shop?"
2472,"<p>I'd like to get some statistics on how many people coming to my site have set their browser to block ads.  Any tips on the best way to do this?</p>",<web><browser>,"How can I tell if a web client is blocking ads?"
2480,"<p>I've really enjoyed <em>Apress Books Practical Projects</em> series.  I know that O'Reilly has a <em>Building a Web 2.0 Portal with ASP.NET</em> book and I have heard of a similar book for Cocoa programming (although I am not sure of its title.)  I'd like to know what other books or tutorials stackoverflow users would recommend that walks one through a project in any language or framework.  I'm familiar with the O'Reilly's Cookbook series as well but I'm more interested in something that describes an entire project or application.</p>",<books><tutorials>,"Book or Website Recommendations for building a working application or project"
2481,"<P>I've been able to find details on several self-balancing BSTs through several sources, but I haven't found any good descriptions detailing which one is best to use in different situations (or if it really doesn't matter). Specifically, I want a BST that is optimal for storing in excess of ten million nodes. The order of insertion of the nodes is basically random, and I will never need to delete nodes, so insertion time is the only thing that would need to be optimized. I indend to use it to store previously visited game states in a puzzle game, so that I can quickly check if a previous configuration has already been encountered.</P>",<language-agnostic><data-structures>,"Best self-balancing BST for quick insertion of a large number of nodes"
2482,"<P>With the rise of multicore CPUs on the desktop, multithreading skills will become a valuable asset for programmers. Can you recommend some good resources (books, tutorials, websites, etc.) for a programmer who is looking to learn about threaded programming?</P>",<multithreading><language-agnostic><concurrency>,"What are some good resources for learning threaded programming?"
2483,"<p>What is actually the difference between these two casts?</p>

<pre><code>SomeClass sc = (SomeClass)SomeObject;<br>SomeClass sc2 = SomeObject as SomeClass;<br></code></pre>

<p>Normally, they should both be explicit casts to the specified type?</p>",<c#><.net>,"Casting: (NewType) vs. Object as NewType"
2486,"<p>Jeff mentioned the concept of 'Progressive Enhancement' when talking about using JQuery to write stackoverflow.</p>

<p>After a quick Google, I found a couple of high-level discussions about it.</p>

<p>Can anyone recommend a good place to start as a programmer.</p>

<p>Specifically, I have been writing web apps in PHP and would like to use YUI to improve the pages I am writing, but a lot of them seem very JavaScript based, with most of the donkey work being done using JavaScript. To me, that seems a bit overkill, since viewing the site without Javascript will probably break most of it.</p>

<p>Anyone have some good places to start using this idea, I don't really care about the language.</p>

<p>Ideally, I would like to see how you start creating the static HTML first, and then adding the YUI (or whatever Ajax framework) to it so that you get the benefits of a richer client?</p>
",<ajax><web-development><progressive-enhancement>,"What is Progressive Enhancement?"
2488,"<p>I'm tired of opening Dia and creating a database diagram at the beginning of every project. Is there a tool out there that will let me select specific tables and then create a database diagram for me based on a MySQL database? Preferably it would allow me to edit the diagram afterward since none of the foreign keys are set...</p>

<p>Here is what I am picturing diagram-wise (please excuse the horrible data design, I didn't design it. Let's focus on the diagram concept and not on the actual data it represents for this example ;) ):</p>

<p><img src=""http://www.chomperstomp.com/img/shippingDBDesign.jpg"" alt=""diagram"" title="""">
<a href=""http://www.chomperstomp.com/img/shippingDBDesign.png"" rel=""nofollow"">see full size diagram</a></p>",<mysql><database><database-design><tools><diagram>,"Auto Generate Database Diagram MySQL"
2509,"<p>Test Driven Development has been the rage in the .NET community for the last few years. Recently, I have heard grumblings in the ALT.NET community about BDD. What is it? What makes it different from TDD?</p>",<unit-testing><tdd><bdd><concepts>,"What are the primary differences between TDD and BDD?"
2518,"<p>I have 2 SQLite databases, one downloaded from a server (server.db), and one used as storage on the client (client.db). I need to perform various sync queries on the client database, using data from the server database.</p>

<p>For example, I want to delete all rows in the client.db tRole table, and repopulate with all rows in the server.db tRole table.</p>

<p>Another example, I want to delete all rows in the client.db tFile table where the fileID is not in the server.db tFile table.</p>

<p>In SQL Server you can just prefix the table with the name of the database. Is there anyway to do this in SQLite using Adobe Air?</p>",<flex><actionscript-3><sqlite><air>,"Adobe Air - Using multiple SQLite databases at once"
2524,"<p>I get the following error pretty regularly when compiling in Visual Studio and running my web application:</p>

<p>""Unable to start debugging on the web server. The web server did not respond in a timely manner.  This may be because another debugger is already attached to the web server.""</p>

<p>Normally this is after having debug the application once already. From the command line I run ""iisreset /restart"" and it fixes the problem.</p>

<p>How do I prevent this from happening in the first place?</p>",<asp.net><visual-studio><visual-studio-2008><debugging><iis>,"Visual Studio 2008 debugger already attached work-around"
2525,"<p>My product is both ASP.NET, Windows forms app and Windows service. 
95% of code is .NET (VB if you must know).</p>

<p>For IP reasons, I need to obfuscate the code. I am using an old dotfuscator (over 5 years old) and thinking it is time to move to a new gen. Anyone can recommend from their personal experience (please don't just give me a list of vendors, I already have that) what works best for them? </p>

<p>Taking into account real life issues like:</p>

<ul>
<li>Dealing with the old problem of serialization/de-serialization: Currently, I simply tell the tool <strong>not</strong> to obfuscate any class data members. The pain of not being able to load data that was previously serialized with an old version is just to big</li>
<li>Integrating the tool into the build process?</li>
<li>Working with ASP.NET which is a story since depending on the settings, you don't always have the same dll names (and you have lots of them, one per page), and not all tools handle this well.</li>
</ul>
",<.net><security><obfuscation>,"Best .NET obfuscation tools/strategy"
2527,"<p>How can I find out which node in a tree list the context menu has been activated for. i.e. right-clicking a node and selecting an option from the menu. 
I can't use the TreeViews' SelectedNode because the its only been right-clicked and not selected.</p>",<c#><treeview>,"C# Treeview & Context Menus"
2530,"<p>How do you disable Autocomplete in the major browsers for a specific input (or form field)?</p>
",<html><web-development><security><autocomplete><howto>,"How do you disable browser Autocomplete on web form field / input tag?"
2540,"<p>What are good libraries for C with datastructures like vectors, deques, stacks, hashmaps, treemaps, sets, etc.? Plain C, please, and platform-independent.</p>",<c><architecture><library><data-structures>,"Good STL-like library for C."
2543,"<p>I'm aware of <a href=""http://www.fusioncharts.com/"" rel=""nofollow"">FusionCharts</a>, are there other good ones?</p>",<flash><graph>,"What are the best solutions for flash charts and graphs?"
2549,"<p>Should be easy to setup, and easy to couple application and forum users.</p>
",<ruby-on-rails><ruby><forum>,"What is good forum software to add to an existing Rails application?"
2550,"<p>A quick glance at the present-day internet would seem to indicate that Adobe Flash is the obvious choice for embedding video in a web page.  Is this accurate, or are they other effective choices?  Does the choice of ASP.NET as a platform influence this decision?</p>",<asp.net><flash><web><video><embed>,"What are effective options for embedding video in an ASP.NET web site?"
2556,"<p>Should be available to non-U.S. companies, easy to setup, reliable, cheap, customizable, etc. What are your experiences?</p>",<web><payment>,"What's the best online payment processing solution?"
2563,"<p>Any good recommendations for a platform agnostic (i.e. Javascript) grid control/plugin that will accept pasted Excel data and can emit Excel-compliant clipboard data during a Copy?</p>

<p>I believe Excel data is formatted as CSV during ""normal"" clipboard operations.</p>",<excel><web><csv><grid><clipboard>,"What is a good web-based Grid that accepts Excel clipboard data?"
2573,"<p>I want to start using vim as my text editor for PHP, what do you guys suggest as good tutorials for not only using vim but also in a project sense?</p>",<vim><ide><tutorials><text-editor>,"vim Tutorials"
2588,"<p>Does any know a good rule of thumb for the appropriate pagefile size for a Windows 2003 server running SQL Server?</p>",<sql-server><windows>,"Appropriate pagefile size for SQL Server"
2630,"<p>I just found /n softwares free Powershell NetCmdlets, and after playing with them I love the functionality they bring to the command line.  So it raises the question what are your favorite Cmdlets, and how do you use them?</p>
",<powershell><cmdlets>,"What are your favorite Powershell Cmdlets?"
2639,"<p>I've used a WordPress blog and a Screwturn Wiki (at two separate jobs) to store private, company-specific KB info, but I'm looking for something that was created to be a knowledge base.  Specifically, I'd like to see:</p>

<ul>
<li>Free/low cost</li>
<li>Simple method for users to subscribe to KB (or just sections) to get updates</li>
<li>Ability to do page versioning/audit changes</li>
<li>Limit access to certain pages for certain users</li>
<li>Very simple method of posting/editing articles</li>
<li>Very simple method of adding images to articles</li>
<li>Excellent (fast, accurate) searching abilities</li>
<li>Ability to rate and comment on articles</li>
</ul>

<p>I liked using the Wordpress blog because it allowed me to use <a href=""http://get.live.com/"" rel=""nofollow"">Live Writer</a> to add/edit articles and images, but it didn't have page versioning (that I could see).</p>

<p>I like using Screwturn wiki because of it's ability to track article versions, and I like it's clean look, but some non-technical people balk at the input and editing.</p>",<language-agnostic><web><planning>,"What are some web-based knowledge-base solutions?"
2647,"<p>Using SQL Server 2005, how do I split a string so I can access item x.</p>

<p>For example, take the string ""Hello John Smith"". How can I split the string by a space and access item 1 which should return ""John""?</p>",<sql>,"Split String in SQL"
2648,"<p>Over the course of your web development experience, what PHP framework(s) have you worked with? What strengths and weaknesses have you observed in those frameworks? Considering these, what framework would you recommend if beginning a new application?</p>
",<php><web-development><scripting><frameworks><serverside>,"What PHP framework would you choose for a new application and why?"
2649,"<p>When writing a T-SQL script that I plan on re-running, often times I use temporary tables to store temporary data.  Since the temp table is created on the fly, I'd like to be able to drop that table only if it exists (before I create it).</p>

<p>I'll post the method that I use, but I'd like to see if there is a better way.</p>
",<sql-server>,"What's the best way to determine if a temporary table exists in SQL Server?"
2658,"<p>So I know I need to implement version control, even for just the developing I do at home.  My issue is I have read about how great Subversion is for the past couple years.  I was about to dedicate myself to learning this on the side.  But now I am starting to read about Git being the up and coming version control system.</p>

<p>So should I hold of and see which one comes out on top?  Are they both winners in certain areas?  </p>

<p>One issue I noticed with Git, is there is not much for a GUI, which is important to me.</p>

<p>Also, wouldn't mind suggestions on how to get started with one or the other. (tutorials, etc.)</p>",<svn><git><language-agnostic><version-control><cvs><dvcs>,"Version Control. Getting started..."
2688,"<p>When you execute a SQL query, you have to clean your 'strings' or users can execute malicious SQL on your website.</p>

<p>I usually just have a function escape_string(blah), which:</p>

<ul>
<li>Replaces escapes () with double escapes (\).</li>
<li>Replaces single quotes (') with an escaped single quote (\'). </li>
</ul>

<p>Is this adequate? Is there a hole in my code? Speedy library to reliably do this for me?</p>

<p>I'd like to see graceful solutions in:</p>

<ul>
<li>Perl</li>
<li>Java</li>
<li>PHP</li>
</ul>",<sql><mysql><security>,"What all do I need to escape when sending a (My)SQL query?"
2702,"<p>I know I need to have (although I don't know why) an Order By clause on the end of a SQL query that uses any aggregate functions like count, sum, avg, etc:</p>

<pre><code>select count(userID), userName from users group by userName<br></code></pre>

<p>When else would GROUP BY be useful, and what are the performance ramifications?</p>",<sql><group-by>,"How do I use T-SQL Group By"
2709,"<p>In a Win32 environment, you can use the GetLastInputInfo API call <a href=""http://msdn.microsoft.com/en-us/library/ms646302%28VS.85%29.aspx"" rel=""nofollow"">see msdn doc</a>.  Basically, this method returns the last tick that corresponds with when the user last provided input, and you have to compare that to the current tick to determine how long ago that was.</p>

<p>Xavi23cr has a good example for C# at <a href=""http://www.codeproject.com/KB/cs/GetIdleTimeWithCS.aspx"" rel=""nofollow"">codeproject</a>.</p>

<p>Any suggestions for other environments?</p>",<language-agnostic><winapi>,"How can you tell when a user last pressed a key (or moved the mouse)?"
2711,"<p>Let's aggregate a list of free quality web site design templates. There are a million of these sites out there, but most are repetitive and boring. </p>

<p>I'll start with <a href=""http://www.freecsstemplates.org/"" rel=""nofollow"">freeCSStemplates.org</a></p>

<p>I also think other sites should follow some sort of standards, for example here are freeCSStemplates standards</p>

<ul>
<li>Released for FREE under the Creative Commons Attribution 2.5 license </li>
<li>Very lightweight in terms of images </li>
<li>Tables-free (ie. they use no tables for layout purposes) </li>
<li>W3C standards compliant and valid (XHTML Strict) </li>
<li>Provided with public domain photos, generously provided by PDPhoto.org and Wikimedia Commons </li>
</ul>
",<css><templates><web-design>,"What sites offer free, quality web site design templates?"
2714,"<p>I think most people know how to do this via the GUI (right click table, properties), but doing this in T-SQL totally rocks.</p>
",<sql-server>,"I need to know how much disk space a table is using in SQL Server"
2717,"<p>I’ve got a lot of PDFs/CHMs and they are getting out of control. So I’ve decided to do something about it. First I hit Google and didn’t get very far - the range of programs are very naff. Then I hit <a href=""http://www.metafilter.com/"" rel=""nofollow"">metafilter</a> and got a lot more results. From there I learnt there is a lot of programs that do exactly what I want, look stylish and some are even free, but unfortunately they are all written for the Mac, except one that doesn’t do what I want (it does it all online I want it offline).</p>

<p>All I want is a program that you can point at a directory and that will plow through them and list your documents. It can make guesses at content by keyword and the list the abstract (if it has one of course) and allow me to tag it. For instance, does the PDF book <a href=""http://www.pragprog.com/titles/utc2/pragmatic-unit-testing-in-c-with-nunit-2nd-ed"" rel=""nofollow"">Pragmatic Unit Testing in C#</a> belong in Unit Testing folder, the C# folder or the Pragmatic Bookshelf folder? It doesn’t it belongs in all three.</p>

<p>Apparently iTunes does what I want it to, but I don’t want to install a music program to organize my PDF’s - it doesn’t seem right…</p>

<p>Your suggestions?</p>",<pdf><organizing><chm>,"Organizing Documents"
2729,"<p>I have been using django a great deal lately and would like to find a home to host my apps.</p>

<p>What is the <strong>best</strong> django web host? (<em>Official django support preferred</em>)</p>

<p>Which service has the lowest price (<em>without a long contract</em>)?</p>",<python><django><web><hosting><web-applications>,"What Hosting Service is best for Django applications?"
2732,"<p>Can anyone explain this behavior?
Running:</p>

<pre><code>#!/bin/sh<br>echo ""hello world"" | read var1 var2<br>echo $var1<br>echo $var2<br></code></pre>

<p>results in nothing being ouput, while:</p>

<pre><code>#!/bin/sh<br>echo ""hello world"" &gt; test.file<br>read var1 var2 &lt; test.file<br>echo $var1<br>echo $var2<br></code></pre>

<p>produces the expected output:</p>

<pre><code>hello<br>world<br></code></pre>

<p>Shouldn't the pipe do in one step what the redirection to test.file did in the second example?  I tried the same code with both the dash and bash shells and got the same behavior from both of them.</p>",<linux><bash><shell><ksh><dash>,"Shell scripting input redirection oddities"
2742,"<p>I'm interested in looking at Erlang and want to follow the path of least resistance in getting up and running.</p>

<p>At present, I'm planning on installing <a href=""http://www.erlang.org/download.html"" rel=""nofollow"">Erlang R12B-3</a> and <a href=""http://erlide.sourceforge.net/"" rel=""nofollow"">Erlide</a> (<a href=""http://www.eclipse.org/"" rel=""nofollow"">Eclipse</a> plugin). This is largely a Google-result-based decision. Initially this will be on a Windows XP system, though I am likely to reproduce the environment on Ubuntu shortly after.</p>

<p>Is there a significantly better choice? Even if it is tied to one platform.</p>

<p>Please share your experiences.</p>
",<tools><ide><erlang>,"Setting up an Erlang development environment"
2750,"<p>I'm wondering if it's a good idea to make <strong>verifications</strong> in <strong>getters</strong> and <strong>setters</strong> or elsewhere in the code.</p>

<p>This might surprise you be when it comes to <strong>optimizations</strong> and <strong>speed-ing</strong> up the code, I think you should not made verifications in getters and setters but in the code where your're <strong>updating</strong> your files or database. Am I wrong ?</p>",<optimization><data><verification><setter><getter>,"Data verifications in Getter/Setter or elsewhere ?"
2756,"<p>Even though I have a robust and fast computer (Pentium Dual Core 2.0 with 2Gb RAM), I'm always searching for lightweight software to have on it, so it runs fast even when many apps are up and running simultaneously.</p>

<p>On the last few weeks I've been migrating gradually to Linux and want to install a free lightweight yet useful IDE to program on C++ and PHP.  Sintax highlighting and code completition tips are must-haves.</p>

<p>So, I'd like to receive some suggestions from you, guys.</p>",<php><c++><linux><ide><freeware><lightweight>,"Lightweight IDE for Linux"
2765,"<p>I am trying to learn the keyboard shortcuts in Visual Studio in order to be more productive.  So I downloaded a document showing many of the default keybindings in Visual Basic when using the VS 2008 IDE from Microsoft: http://www.microsoft.com/downloads/details.aspx?familyid=255b8cf1-f6bd-4b55-bb42-dd1a69315833&amp;displaylang=en</p>

<p>But, when I tried what they say is the keyboard shortcut to view all open documents (<strong>CTRL + ALT + DOWN ARROW</strong>) I got a completely unexpected result on my XP machine - my entire screen display was flipped upside down!</p>

<p>Was this a prank by someone at Microsoft?  I can't imagine what practical value this flipping of the screen would have.</p>

<p>Does anyone know what the <em>correct</em> keyboard shortcut is to view all open documents in VS 2008?</p>

<p>Oh and if you try the above shortcut and it flips your display the way it did mine, do a <strong>CTRL + ALT + UP ARROW</strong> to switch it back.</p>",<visual-studio><keyboard><shortcuts>,"What is keyboard shortcut to view all open documents in Visual Studio 2008"
2767,"<p>Freebies preferred, but if it is worth the cost....</p>
",<visual-studio><tools><plugins><recommendation>,"Do you have any recommended add-ons/plugins for Microsoft Visual Studio?"
2770,"<p>When working on ASP.NET 1.1 projects I always used the Global.asax to catch all errors. I'm looking for a similar way to catch all exceptions in a WinForms user control which ends up being a hosted IE control. What is the proper way to go about doing something like this?</p>
",<winforms><error-handling><user-controls>,"Global Exception Handling for winforms control"
2773,"<p>I've followed this otherwise <a href=""http://howtoforge.com/ubuntu-8.04-server-install-xen-from-ubuntu-repositories"" rel=""nofollow"">excellent tutorial</a> on getting Xen working with Ubuntu but am not able to get a console into my virtual machine (domU). I've got the <code>extra = '2 console=xvc0'</code> line in my /etc/xen/<strong>hostname_here</strong>.cfg file like they say, but am not able to get a console on it.</p>

<p>If I statically assign an IP to the VM I can SSH to it, but for now I need to be able to use DHCP to give it an address (and since that's what I'm trying to debug, there's the problem). I know I've got a free DHCP address (although I'm getting more at the moment), so I don't think that's the problem. I've looked on Google and the Xen forums to no avail as well.</p>

<p>Any ideas?</p>",<ubuntu><virtualization><xen>,"Xen - Can't get a Console to VMs"
2775,"<p>Here's what I use:</p>

<pre><code>SELECT CAST(FLOOR(CAST(getdate() as FLOAT)) as DATETIME)
</code></pre>

<p>I'm thinking there may be a better/more elegant way.</p>

<p>Requirements:
  - It has to be as fast as possible (the less casting the better)
  - Final result has to be a datetime type, not a string</p>
",<sql-server><datetime><date-conversion>,"What's the BEST way to remove the time portion of a datetime value (SQL Server)"
2778,"<p>We have a simple utility class in-house for our database calls (a light wrapper around ADO.Net), but I am thinking of creating classes for each database/object.  Would it be smart to do so, or would it only benefit if we were using the full MVC framework for ASP.Net?</p>

<p>So we have this:</p>

<pre><code>SQLWrapper.GetRecordset(connstr-alias, sql-statement, parameters);<br>SQLWrapper.GetDataset(connstr-alias, sql-statement, parameters);<br>SQLWrapper.Execute(connstr-alias, sql-statement, parameters);<br></code></pre>

<p>Thinking of doing this:</p>

<pre><code>Person p = Person.get(id);<br>p.fname = ""jon"";<br>p.lname = ""smith"";<br>p.Save();<br></code></pre>

<p>or for a new record -</p>

<pre><code>Person p = new Person();<br>p.fname = ""Jon"";<br>p.lname = ""Smith"";<br>p.Save();<br>p.Delete();<br></code></pre>

<p>Would this be smart, or would it be overkill.  I can see the benefit for reuse, changing database, and maintenance/readability.</p>",<asp.net><asp.net-mvc><database><mvc>,"Is it better to create Model classes, or just stick with generic database utility class?"
2780,"<P>Let's say that we have an ARGB color</P>Color argb = Color.FromARGB(127, 69, 12, 255); //Light Urple.<BR>
<P>When this is painted on top of an existing color, the colors will blend. So blended with white, the resulting color is Color.FromARGB(255, 162, 133, 255);</P>
<P>The solution should work like this</P>Color blend = Color.White; <BR>Color argb = Color.FromARGB(127, 69, 12, 255); //Light Urple. <BR>Color rgb = ToRGB(argb, blend); //Same as Color.FromARGB(255, 162, 133, 255);<BR>
<P>What is ToRGB's implementation?</P>",<c#><colors>,"ARBG to RGB"
2785,"<p>Should you set all the objects to null (<code>Nothing</code> in VB.NET) once you have finished with them? </p>

<p>I understand that in .NET it is essential to dispose of any instances of objects that implement the <code>Idisposable</code> interface to release some resources. Although the object can still be something after it is disposed (hence the <code>isDisposed</code> property in forms) so I assume it can still reside in memory or at least in part?</p>

<p>I also know that when an object goes out of scope it is then marked for collection ready for the next pass of the garbage collector (although this may take time).</p>

<p>So with this in mind will setting it to null speed up the system releasing the memory as it does not have to work out that it is no longer in scope and are they any bad side effects?</p>

<p>MSDN articles never do this in examples and currently I do this as I cannot 
see the harm. However I have come across a mixture of opinions so any comments are useful.</p>
",<c#><.net><vb.net><memory><memory-management>,"Setting Objects to Null/Nothing after use in .NET"
2786,"<P>I started trying to play with Mono, mostly for fun at the moment. I first tried to use the VS plugin that will convert a csproj into a makefile, but there seemed to be no version available for VS2005. I also read about the MonoDevelop IDE, which sounded nice. Unfortunately, there's no pre-fab Windows package for it. I tried to follow some instructions to build it by combining dependencies from other semi-related installs. It didn't work, but that's probably because I'm a Windows-oriented guy and can barely spell ""makefile"".</P>
<P>So, my question is this: what's the lowest-energy way to get up and running to try some Mono-based development on Windows?</P>
<P>thanks! Chris</P>",<windows><mono>,"What's the best setup for Mono development on Windows?"
2798,"<p>I've always been intrigued by Map Routing, but I've never found any good introductory (or even advanced!) level writeups talking about it.  Does anybody have any pointers, hints, etc?</p>

<p>update: I'm primarily looking for pointer as to how a map system is implemented, data structures, algorithms, etc.</p>
",<mapping><gis>,"Map Routing, a la Google Maps?"
2804,"<p>I have an application that displays an image inside of a WinForms PictureBox control.  The SizeMode of the control is set to Zoom so that the image contained in the picture box will be displayed in an aspect-correct way regardless of the dimensions of the PictureBox.</p>

<p>This is great for the visual appearance of the application because you can size the window however you want and the image will always be displayed using its best fit.  Unfortunately, I also need to handle mouse click events on the picture box and need to be able to translate from screen-space coordinates to image-space coordinates.</p>

<p>It looks like it's easy to translate from screen space to control space, but I don't see any obvious way to translate from control space to image space (i.e. the pixel coordinate in the source image that has been scaled in the picture box).</p>

<p>Is there an easy way to do this, or should I just duplicate the scaling math that they're using internally to position the image and do the translation myself?</p>",<c#><winforms><picturebox>,"How should I translate from screen space coordinates to image space coordinates in a WinForms PictureBox?"
2809,"<p>The table doesn't have a last updated field, obviously. :-)</p>

<p>... and I need to know when existing data was updated. So adding a last updated field won't help (AFAIK).</p>
",<sql-server>,"SQL Server 2000: Is there a way to tell when a record was last modified?"
2811,"<p>I have a table with a structure like the following:</p>

<pre><code>------------------------------
LocationID     | AccountNumber
------------------------------
long-guid-here | 12345
long-guid-here | 54321
</code></pre>

<p>To pass into another stored procedure, I need the XML to look like this:</p>

<pre><code>&lt;root&gt;&lt;clientID&gt;12345&lt;/clientID&gt;&lt;clientID&gt;54321&lt;/clientID&gt;&lt;/root&gt;
</code></pre>

<p>The best I've been able to do so far was getting it like this:</p>

<pre><code>&lt;root clientID=""10705""/&gt;
</code></pre>

<p>I'm using this SQL statement:</p>

<pre><code>SELECT
1 as tag,
null as parent,
AccountNumber as 'root!1!clientID'
FROM
Location.LocationMDAccount
WHERE
locationid = 'long-guid-here'
FOR XML EXPLICIT
</code></pre>

<p>So far, I've looked at the documentation on <a href=""http://msdn.microsoft.com/en-us/library/ms345137.aspx"" rel=""nofollow"">the MSDN page</a>, but I've not come out with the desired results.</p>
",<sql><xml><sql-server-2005><formatting><for-xml>,"SQL 2005 For XML Explicit - Need help formatting"
2815,"<p>I would like to make a nightly cron job that fetches my stackoverflow page and diffs it from the previous day's page, so I can see a change summary of my questions, answers, ranking, etc.</p>

<p>Unfortunately, I couldn't get the right set of cookies, etc, to make this work.  Any ideas?</p>

<p>Also, when the beta is finished, will my status page be accessible without logging in?</p>
",<http><web><curl>,"How to curl or wget a web page?"
2826,"<p>Any great plugins out there, free or otherwise?</p>
",<eclipse><tools><plugins>,"Do you have any recommended plugins for Eclipse?"
2840,"<p>How do I page results in SQL Server 2005?</p>

<p>I SQL Server 2000, there was no reliable way todo this but I'm now wondering if SQL Server 2005 has any built in method.</p>

<p>What I mean by paging is, for example, if I list users by their username, I want to be able to only return the first 10 records, then the next 10 records and so on.</p>

<p>Any help would be much appriciated.</p>",<sql><sql-server-2005><paging>,"Paging SQL Server 2005 Results"
2844,"<pre><code>#include &lt;stdio.h&gt;<br><br>int main() {<br>    unsigned long long int num = 285212672; //FYI: fits in 29 bits<br>    int normalInt = 5;<br>    printf(""My number is %d bytes wide and its value is %ul. A normal number is %d.\n"", sizeof(num), num, normalInt);<br>    return 0;<br>}<br></code></pre>

<p>Output:</p>

<pre><code>My number is 8 bytes wide and its value is 285212672l. A normal number is 0.<br></code></pre>

<p>I assume this unexpected result is from printing the unsigned long long int. How do you printf an unsigned long long int?</p>",<c><syntax>,"How do you printf an unsigned long long int?"
